Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Agregue aquí su sugerencia
27/7/2021 15:48:49,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,no descuidar a los contribuyentes que sostenemos las arcas dle estado provincial
27/7/2021 16:18:18,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/7/2021 16:25:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
27/7/2021 17:24:11,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/7/2021 18:00:06,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
27/7/2021 20:23:31,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/7/2021 20:45:02,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
27/7/2021 20:45:58,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
27/7/2021 21:06:04,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,el tutorial en pdf muestra solapas que a mi no me aparecieron en alta de tramites
27/7/2021 21:08:24,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/7/2021 21:42:58,SI,SI,NO,Satisfactoria,Regular,Entrega en su domicilio real,
28/7/2021 8:45:37,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 9:15:59,NO,NO,NO,Nada satisfactoria,Mala,Entrega en su domicilio real,deberia ser mas rapido el sistema de sellado. hace 3 semanas que no logro realizar un sellado y en las sucursales de atm no tienen ni idea de como funciona la pagina web. si van a ser innovadores deberian de capacitar al personal
28/7/2021 10:24:40,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
28/7/2021 10:38:13,NO,SI,SI,Satisfactoria,Buena,CONVENIO,
28/7/2021 11:49:23,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 13:30:01,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 13:47:21,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 14:02:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 14:37:34,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
28/7/2021 15:44:28,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 16:13:10,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
28/7/2021 16:19:21,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/7/2021 16:22:48,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
28/7/2021 17:36:46,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
28/7/2021 17:58:48,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
28/7/2021 18:01:46,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
28/7/2021 21:07:14,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
28/7/2021 21:35:39,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
28/7/2021 22:54:25,SI,SI,SI,Poco satisfactoria,Mala,Descarga de la página web de ATM,permiter manejo mas dinamico de concepto impagos
29/7/2021 9:18:25,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 9:39:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 10:10:44,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
29/7/2021 10:52:53,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 11:01:04,NO,SI,SI,Muy satisfactoria,Muy Buena,No aplicamos,
29/7/2021 11:03:56,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
29/7/2021 11:13:07,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Hace poco que estoy utilizando este medio, y al ser una persona mayor me cuesta interpretar algunas acciones. Por el momento no tengo sugerencias. "
29/7/2021 11:28:19,SI,NO,NO,Nada satisfactoria,Mala,no logro descargarlo,"no puedo acceder al boleto para pagar y no se si tengo deuda o no, creo que hay una deuda de 52 pesos pero no puedo acceder al boleto para pagar, disculpe pero este sevicio es muy malo, y me hace endeudarme con deuda vencida y eso no es de buen ciudadano, sin necesidad"
29/7/2021 12:07:17,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,sigan asi!!!
29/7/2021 12:30:47,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 13:16:14,SI,SI,NO,Muy satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 13:34:04,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
29/7/2021 13:50:44,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
29/7/2021 14:19:53,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
29/7/2021 14:31:55,SI,SI,SI,Satisfactoria,Buena,No vivo mas en la Pcia. de Mendoza,
29/7/2021 15:35:48,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,ATENCIÓN PERSONALIZADA A PROFESIONALES. COMO ABOGADO HAY TRÁMITES QUE REQUIEREN SER ATENDIDO POR PERSONAL CAPACITADO EN EL ÁREA Y PARA LLEGAR A ESTA ATENCIÓN HAY QUE AGOTAR MUHCAS INSTANCIAS PREVIAS DONDE NO SE OBTIENE RESPUESTA ALGUNA.
29/7/2021 16:20:36,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 16:51:05,SI,SI,NO,Satisfactoria,Buena,No lo recibo porque tengo problemas ya que me han otorgado 2 CUITs estoy tramitando para solucionarlo,"No es tan fácil relizar trámites, por el momento sería conveniente asesoría telefónica, por suerte me respondieron el teléfono y me asesoraron satisfactoriamente. Gracias"
29/7/2021 16:57:49,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
29/7/2021 17:37:03,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 19:42:18,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
29/7/2021 19:57:03,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
29/7/2021 23:42:44,NO,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
30/7/2021 8:45:58,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/7/2021 9:48:03,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,No se puede realizar la consulta sobre la Tasa Cero de terceros.
30/7/2021 9:58:46,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Sería bueno que la página brindara información sobre los pagos realizados. 
30/7/2021 10:01:56,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
30/7/2021 10:34:08,NO,SI,NO,Poco satisfactoria,Buena,Entrega en su domicilio real,
30/7/2021 10:46:04,SI,SI,SI,Nada satisfactoria,Regular,Descarga de la página web de ATM,En problema es que inicio tramite para liquidacion de tasa de justicia en una sucesion y en vez de responder por email le dan la observacion y de baja sin siquiera permitir correcciones. Además se demoran muchisimo en liquidar la tasa de justicia. antes ibamos y dejabamos el expediente y lo ibamos a buscar a los dias y todo solucianado. ahora no 
30/7/2021 11:23:25,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,LA PREGUNTA 4 ESTÁ MAL REALIZADA (NO SE PUEDE RESPONDER CON VERACIDAD YA QUE EL TRÁMITE TARDA EN SER RESUELTO)
30/7/2021 11:36:40,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
30/7/2021 12:40:29,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
30/7/2021 12:41:15,SI,SI,SI,Muy satisfactoria,Muy Buena,No realizo pago anual,
30/7/2021 13:08:08,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"UNA VERGUENZA QUE LOS EMPLEADOS NO RESUELVAN LOS EXPEDIENTES ASIGNADOS Y NO ATIENDAN TELEFONO, SIENDO IMPOSIBLE PRESENTAR UN PRONTO DESPACHO QUE LLEGUE DIRECTAMENTE A SUS JEFES PARA QUE RESULEVAN EL PROBLEMA DEBIENDO CONCURRIR PERSONALMENTE A ATM PARA QUE MUEVAN LOS EXPEDIENTES."
30/7/2021 13:39:00,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"debe haber mas rapidez n las respuestas, inici un expdte el 20/05 y obtuve una respeusta a fines de julio "
30/7/2021 14:06:30,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
30/7/2021 14:32:40,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"Los instructivos que se encuentran en la pagina están desactualizados o directamente no hay instructivo. De todas formas, por teléfono han sabido ayudar. "
30/7/2021 16:30:02,SI,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,
30/7/2021 16:47:22,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
30/7/2021 17:22:10,NO,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,Muy complicado para enviar comprobantes de pago de Impuesto Automotor. No hay un area especifica para cargarlo.
30/7/2021 17:24:32,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
31/7/2021 20:09:53,NO,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"Sugiero un tutorial para ayudar a encontrar las diferentes posibilidades de acceso a diferentes trámites, reclamos y poder hacer consultas."
31/7/2021 21:55:35,NO,SI,NO,Poco satisfactoria,Buena,Entrega en su domicilio real,
31/7/2021 22:14:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
31/7/2021 23:17:01,SI,NO,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,Falta un Informe claro de iibrutos y otros como estado detallado de cuenta con importes y pagos que pueden haber pagos de más que no informa atm
31/7/2021 23:17:47,SI,NO,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,
31/7/2021 23:18:35,SI,NO,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,
1/8/2021 12:45:33,SI,SI,SI,Nada satisfactoria,Buena,"desde la pagina web emiten un boleto que no se puede pagar desde San Salvador de Jujuy, ningún rapipago o pagofacil lo reconoce. y por la web con pago digital no cobra las moras por tardanza, un desastre. No hay forma de pagar completo","desde la pagina web emiten un boleto que no se puede pagar desde San Salvador de Jujuy, ningún rapipago o pagofacil lo reconoce. y por la web con pago digital no cobra las moras por tardanza, un desastre. No hay forma de pagar completo. Solucionen eso"
1/8/2021 14:23:16,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/8/2021 22:20:44,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,CUANDO SE CARGA UN EXPEDIENTE Y LUEGO SE AGREGA DOCUMENTACION NO DEBERIA DECIR EN PROCESO Y PERMITIR SEGUIR CARGANDO FOJAS AL EXPEDIENTE NO SE DEBERIA BLOQUEAR
2/8/2021 0:19:02,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
2/8/2021 9:26:07,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
2/8/2021 9:59:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,El sistema deberia ser mas flexible y el imp sobre los ingresos brutos deberia poder pagarse en forma parcial como los impuestos nacionales 
2/8/2021 10:47:32,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/8/2021 11:26:50,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,EN LOS TRAMITES DEBERIA FEGURAR AGREGAR ACTIVIDAD ECONOMICA ( SOLO FIGURA MODIFICAR)
2/8/2021 11:32:28,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
2/8/2021 11:47:47,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/8/2021 11:53:19,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,todo bien es mas agil
2/8/2021 11:57:56,SI,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,
2/8/2021 12:03:39,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,s/n
2/8/2021 12:03:53,SI,NO,SI,Poco satisfactoria,Regular,Recepción por correo electrónico,
2/8/2021 15:03:14,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/8/2021 16:13:20,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/8/2021 16:50:35,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
2/8/2021 17:49:57,SI,SI,SI,Satisfactoria,Muy Buena,NO CORRESPONDE PAGAR,
2/8/2021 17:55:44,NO,SI,NO,Nada satisfactoria,Mala,Recepción por correo electrónico,
2/8/2021 18:24:50,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/8/2021 20:37:10,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/8/2021 0:36:40,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
3/8/2021 9:21:04,NO,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
3/8/2021 12:18:19,SI,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,
3/8/2021 12:19:53,NO,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,no me llegan
3/8/2021 12:21:48,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Demora entre la Solicitud Tasa Cero y la entrega de las Constancias
3/8/2021 13:19:58,SI,NO,SI,Nada satisfactoria,Mala,Entrega en su domicilio real,Malísimo el sistema y la atención telefónica. Una tal funcionaria Guillermina me atendió de una forma muy IRRESPETUOSA
3/8/2021 13:20:24,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/8/2021 14:08:43,SI,NO,NO,Poco satisfactoria,Regular,Recepción por correo electrónico,Debería ser una página más accesible para las personas. 
3/8/2021 14:29:30,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/8/2021 15:01:30,SI,SI,SI,Satisfactoria,Muy Buena,es el primer tramite que hago en ATM por lo que aun no puedo emitir opinion,
3/8/2021 16:44:16,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/8/2021 17:44:27,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/8/2021 18:20:57,NO,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/8/2021 21:21:49,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
3/8/2021 22:48:38,NO,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,"si el monotributo es unificado y se crea plan de pago en AFIP, está pésimo que al pagar fuera de término no impacte en Ingresos Brutos y cree intereses, si no se conoce mucho el sistema, el usuario es estafado al  no entender que ingresos brutos no deben ingresar en el pago del VEP generado en la AFIP. "
4/8/2021 4:43:13,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/8/2021 8:38:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
4/8/2021 9:09:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
4/8/2021 9:29:24,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/8/2021 9:52:52,NO,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
4/8/2021 10:43:24,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/8/2021 11:13:09,NO,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
4/8/2021 11:26:12,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
4/8/2021 11:55:37,NO,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
4/8/2021 13:48:31,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,seria de utilidad que los boletos del inmobiliario se pudieran imprimir luego de haber sido pagados
4/8/2021 15:02:53,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
4/8/2021 16:14:20,NO,NO,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
4/8/2021 17:02:18,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,ninguna
4/8/2021 18:04:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Estimo que se ha dado un importante paso para gestionar ante vuestro Organismo. Espero que la resolución a lo solicitado sea tan pronta como la página
4/8/2021 19:38:05,NO,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,Muy bien funciona la página
4/8/2021 22:00:54,SI,SI,NO,Nada satisfactoria,Mala,Recepción por correo electrónico,"El sistema TAJUS es muy malo. Tendrían que reunirse los programadores con un par de abogados que tramiten varios expedientes judiciales y con alguna antiguedad en el ejercicio de la profesión. De lo contrario nunca van a hacer que un programa funcione. Para muestra sobra un botón: Para poder desarchivar un expediente el programa pregunta cuándo el juez autorizó el desarchivo o cuándo se solicitó. El Juez nunca va a autorizar un desarchivo y jamás podría solicitarse si no se acompaña el pago de tasa de justicia. Es decir, para poder generar el boleto tenemos que mentir y empezar a colocar cualquier fecha que acepte el sistema. Después nos dicen que esa info es Declaración Jurada. UN DESASTRE TOTA. Así es todo. OSVALDO VEGA. DNI 18082083"
5/8/2021 0:40:44,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Deberia teaer la deuda con el dni sin tantos campos
5/8/2021 8:30:13,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,
5/8/2021 9:38:25,NO,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
5/8/2021 10:00:38,SI,NO,NO,Nada satisfactoria,Regular,no pude obtenerla,
5/8/2021 11:12:02,NO,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,
5/8/2021 11:27:53,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
5/8/2021 11:59:34,NO,SI,SI,Satisfactoria,,ninguno,descargar por mail           mc.lattanzio@gmail.com                AE 420 YD
5/8/2021 12:43:04,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
5/8/2021 12:50:10,SI,SI,NO,Poco satisfactoria,Buena,BOLSA DE COMERCIO,
5/8/2021 13:20:19,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,que el 0800 800 28692 tiene problemas en la comunicación con un representante
5/8/2021 14:26:09,NO,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,Que resuelvan los trámites web - Estuve 3 meses con uno y ya voy 5 días con otro
5/8/2021 14:37:31,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,"por favor responder los chat , más de 15 días para liquidar una tasa de justicia de un automotor y no abtengo nisiquiera una respuesta"
5/8/2021 15:08:17,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,tuve que hacer varios contactos con personal via correo porque la página no dejaba avanzar.
5/8/2021 16:56:49,SI,SI,SI,Satisfactoria,Mala,Descarga de la página web de ATM,"Actualizar preguntas frecuentes porque contiene información antigua, sobretodo en los trámites que antes eran presenciales y hoy son on line"
5/8/2021 17:52:38,SI,SI,SI,Nada satisfactoria,Muy Buena,Descarga de la página web de ATM,Agilidad en Tramites On Line. Es un desastre
5/8/2021 20:01:21,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,volver al trabajo presencial
5/8/2021 21:00:24,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
5/8/2021 22:04:40,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"El aplicativo para liquidar tasa de justicia funciona muy mal en mi PC. Estuvo sufriendo y perdiendo muchísimo tiempo durante meses, hasta que me dí cuenta solo que funciona bien en ANDROID del celular, pero en el sistema operativo de mi PC no funciona bien. Deberían chequear esto con los usuarios antes de lanzar los aplicativos. Me ofrezco. "
6/8/2021 0:16:09,SI,SI,NO,Satisfactoria,Buena,Recepción por correo electrónico,
6/8/2021 9:30:37,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/8/2021 9:55:43,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
6/8/2021 11:23:57,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
6/8/2021 11:41:58,SI,NO,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,NADIE CONTESTA LOS TELEFONOS. AL MOMENTO DE SACAR LA CLAVE FISCAL O AL MOMENTO DE RECUPERARLA  ES EXTREMADAMENTE ENGORROSO. DI ESA RESPUESTA EN EL PUNTO 4 YA QUE TODAVIA NO SE SI ME VAN A SOLUCIONAR EL PROBLEMA
6/8/2021 12:00:40,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
6/8/2021 12:32:05,NO,SI,NO,Nada satisfactoria,Buena,Entrega en su domicilio real,"Quise hacer una aclaración sobre un trámite ya iniciado y no encontré como hacerlo, inicié un trámite nuevo referenciando el anterior.
contesté porque me obligaron el punto 4. Habiendo iniciado un trámite no puedo opinar si fue satisfactorio o no, el original no ya que pasó un mes de iniciado"
6/8/2021 12:56:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
6/8/2021 13:09:21,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
6/8/2021 16:38:06,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,"Simplemente Felicitaciones, como escribana, agradezco saber que somos un EQUIPO trabajando para la gente.-"
6/8/2021 17:01:37,NO,SI,SI,Muy satisfactoria,Muy Buena,no uso,
7/8/2021 7:23:36,NO,SI,SI,Nada satisfactoria,Buena,IIBB Convenio,
7/8/2021 9:43:58,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"En general me gusta que se puedan realizar muchos tramites online.
A nivel usabilidad (facilidad de comprensión) le falta mucho mucho a la plataforma.
De todas maneras es un gran paso, pero deben ir ahora por mejorar usabilidad asi mas personas no sienten ""miedo"" de hacer click y avanzar.
No quiero volver nunca mas a hacer cola a atm!"
9/8/2021 0:42:54,NO,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/8/2021 10:23:01,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,Para declaraciones de oficio se necesita mejor feedback con el para poder contestar a las mismas.
9/8/2021 13:15:05,NO,SI,SI,Muy satisfactoria,Muy Buena,No lo sé. Ya que no lo he recibido ,
9/8/2021 15:07:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/8/2021 15:52:40,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
9/8/2021 16:02:07,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
9/8/2021 17:58:51,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
9/8/2021 19:03:32,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
9/8/2021 20:18:08,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
9/8/2021 20:38:49,NO,SI,NO,Poco satisfactoria,Buena,Entrega en su domicilio real,
9/8/2021 20:45:19,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
9/8/2021 23:40:47,SI,NO,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,
10/8/2021 8:02:28,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/8/2021 9:12:26,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,"He recibido notificaciones de deudas (Inmobiliario, Automotores,) las que, ante la duda, he pagado dos veces y nunca me acreditaron lo pagado de más. Sugiero que revisen el sistema de determinación de deuda y de notificaciones."
10/8/2021 9:52:26,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"Es muy poco fluida la comunicación con las personas de la oficina por este medio, las respuestas son poco claras y no hay forma de comunicarse de otra manera"
10/8/2021 9:56:10,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/8/2021 10:24:58,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/8/2021 11:17:57,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/8/2021 11:48:22,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
10/8/2021 12:00:39,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Generé una consulta mediante trámite electrónico, espero ver cómo es resuelto"
10/8/2021 12:13:19,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,NO HE CONSEGUIDO QUE ME ATIENDAN DESDE LE 148 OPC 1 ATM.
10/8/2021 12:43:34,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
10/8/2021 14:41:23,NO,SI,SI,Poco satisfactoria,Regular,Recepción por correo electrónico,Necesito urgente el sellado
10/8/2021 15:31:09,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
10/8/2021 17:49:25,SI,SI,NO,Satisfactoria,Buena,Recepción por correo electrónico,
10/8/2021 17:54:43,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Unicamente sugiero que las respuestas por trámites electónicos sean mas ágiles. De todos modos exelente atención.
10/8/2021 18:38:49,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
10/8/2021 18:49:02,NO,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,Cambiar el Domicilio Fiscal es bastante complicado
10/8/2021 19:06:03,SI,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,
10/8/2021 19:10:09,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,"DEBERÍAN TENER UN CHAT DE AYUDA ON-LINE PARA CONSULTAS, Y ASÍ EVITAR TENER QUE HABRIR UN EXPEDIENTE ELECTRÓNICO PARA HACERLO.-"
10/8/2021 19:23:20,NO,NO,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,demasiado complicado todo el tramite
10/8/2021 23:04:09,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,QUE PERMITAN AGREGAR PADRON EN SELLOS WEB CUANDO EL QUE PRESNTA EL TRAMITE AUN NO TIENE LA TITULARIDAD
11/8/2021 9:06:21,SI,NO,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,"La página es muy confusa, la información no está organizada teniendo en cuenta la experiencia del usuario."
11/8/2021 10:10:20,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/8/2021 10:22:45,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
11/8/2021 10:27:11,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,"Cuando heh hecho trámites, no me entero de su resolución, no me llega ninguna notificación, lo que sólo deja la opción de entrar a la web de ATM y fijarse el avance. Pero tampoco en la web de ATM salta notificación de que está resuelto. Eso podrían mejorarlo. Gracias"
11/8/2021 10:34:18,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
11/8/2021 11:17:10,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
