ID,Edad,Experiencia,Ingresos,Codigo Postal,Familiares,Promedio Gastos,Educacion,Hipotecas,Prestamos,Activos Financieros,Online,Tarjeta
3978,54,27,510000,94309,3,1.00,Graduado,113,No,Si,Si,Si
3979,43,18,190000,92325,2,0.30,Graduado,0,No,No,Si,No
3980,38,14,900000,93010,2,0.00,No graduado,258,No,Si,Si,Si
3981,46,22,890000,92866,4,1.40,Graduado,0,No,No,Si,No
3982,64,39,220000,92691,3,0.50,No graduado,0,No,Si,Si,Si
3983,24,0,1190000,94566,1,1.50,No graduado,0,No,No,Si,No
3984,39,13,930000,93555,4,3.60,Profesional,0,Si,No,Si,No
3985,34,8,180000,95741,4,0.30,No graduado,0,No,No,No,No
3986,65,40,320000,90095,1,1.10,Profesional,120,No,No,Si,No
3987,38,14,1820000,92152,3,2.60,Profesional,0,Si,No,Si,Si
3988,62,36,190000,95833,2,0.20,Profesional,0,No,No,Si,Si
3989,59,35,850000,91330,1,3.40,Profesional,0,Si,No,No,Si
3990,49,25,900000,92709,4,1.40,Graduado,0,No,Si,Si,No
3991,57,32,590000,95014,2,3.70,No graduado,134,No,No,Si,No
3992,64,38,840000,94571,1,2.00,No graduado,0,No,No,No,No
3993,47,22,950000,93311,2,3.90,Graduado,0,Si,No,No,No
3994,30,6,130000,93555,3,0.90,Profesional,0,No,No,Si,No
3995,42,18,880000,92675,4,0.80,No graduado,0,No,No,Si,Si
3996,53,28,340000,92697,2,0.60,Profesional,0,No,No,Si,Si
3997,50,24,110000,94501,4,0.60,Profesional,0,No,No,No,Si
3998,62,38,800000,94545,4,1.70,Graduado,0,No,No,No,No
3999,34,10,410000,94102,1,1.33,No graduado,0,No,No,No,Si
4000,47,21,900000,90245,2,0.80,Profesional,0,No,No,No,No
4001,62,37,930000,93003,3,3.00,Profesional,0,Si,No,Si,Si
4002,61,35,810000,94709,4,1.90,Graduado,0,No,No,No,No
4003,59,34,600000,94015,2,2.80,No graduado,0,No,No,Si,No
4004,47,21,390000,92612,3,0.60,Graduado,0,No,No,Si,Si
4005,65,39,220000,92507,3,0.70,Graduado,0,No,No,No,No
4006,56,32,320000,95827,2,0.80,No graduado,79,No,Si,Si,No
4007,56,32,280000,92130,1,1.20,Profesional,0,No,No,Si,No
4008,31,7,350000,91745,2,1.00,Graduado,0,No,No,No,Si
4009,61,31,1540000,94555,3,7.50,Profesional,351,Si,No,Si,Si
4010,42,18,1890000,91605,2,7.60,No graduado,0,No,No,Si,No
4011,44,19,400000,94618,4,1.90,Profesional,84,No,No,No,No
4012,47,21,880000,94304,2,1.70,Graduado,0,No,No,Si,No
4013,30,6,1240000,91320,2,0.60,No graduado,0,No,No,Si,No
4014,62,38,230000,91304,2,0.30,Profesional,0,No,No,No,No
4015,56,32,230000,94720,4,0.70,No graduado,0,No,No,Si,Si
4016,25,-1,1390000,93106,2,2.00,No graduado,0,No,No,No,Si
4017,53,28,1730000,91614,4,2.70,No graduado,427,Si,No,Si,No
4018,26,0,420000,92009,4,1.30,Profesional,153,No,No,Si,No
4019,59,35,1610000,94301,1,2.90,No graduado,160,No,No,No,Si
4020,62,36,280000,95020,3,0.70,Graduado,0,No,No,Si,No
4021,58,32,1910000,93943,4,5.20,Profesional,194,Si,No,No,Si
4022,40,14,420000,90638,2,0.30,No graduado,106,No,No,No,Si
4023,35,5,810000,94234,4,4.00,Profesional,0,No,No,Si,No
4024,51,25,1750000,90089,3,0.70,No graduado,312,Si,No,No,No
4025,41,15,820000,94720,3,0.10,No graduado,0,No,No,Si,No
4026,51,27,530000,94114,1,1.80,Profesional,0,No,No,No,Si
4027,27,1,1420000,92038,3,5.50,No graduado,0,Si,No,No,No
4028,46,21,420000,93727,4,1.90,Profesional,0,No,No,Si,No
4029,46,20,640000,94117,4,2.90,No graduado,189,No,No,No,No
4030,31,5,900000,94301,2,1.30,No graduado,0,No,Si,Si,No
4031,58,32,440000,92354,1,0.80,Graduado,0,No,No,No,No
4032,42,18,290000,91320,1,0.30,Profesional,0,No,No,Si,No
4033,59,35,930000,94301,2,1.60,No graduado,0,No,No,No,Si
4034,54,24,690000,93117,3,1.40,Profesional,132,No,No,Si,No
4035,35,11,820000,94022,2,1.70,Graduado,0,No,No,Si,Si
4036,34,9,1800000,93955,2,6.50,Profesional,0,Si,No,Si,No
4037,46,21,130000,93117,2,0.70,Profesional,0,No,No,Si,No
4038,52,28,720000,91335,1,0.00,No graduado,178,No,No,No,No
4039,55,30,540000,91367,3,1.70,No graduado,0,No,No,Si,No
4040,34,9,1040000,92152,1,4.60,No graduado,0,No,No,Si,Si
4041,57,32,440000,90266,2,1.90,Graduado,157,No,No,No,No
4042,45,19,400000,95060,1,0.20,No graduado,0,No,Si,Si,Si
4043,29,3,1900000,92612,2,4.50,No graduado,246,No,No,Si,Si
4044,49,23,640000,94588,4,2.60,No graduado,0,No,No,Si,Si
4045,36,11,90000,90266,2,0.30,Graduado,99,No,Si,No,No
4046,57,31,380000,94720,4,0.70,Graduado,0,No,No,Si,No
4047,25,0,720000,94303,3,2.60,Profesional,0,No,No,Si,No
4048,43,17,820000,94114,1,5.20,No graduado,79,No,No,Si,No
4049,27,2,480000,90049,2,1.60,Profesional,119,No,Si,Si,No
4050,54,28,820000,94122,4,2.60,Profesional,294,No,No,No,No
4051,53,26,140000,94590,2,1.00,Graduado,83,No,No,No,No
4052,55,29,1620000,93105,1,2.90,No graduado,0,No,No,Si,Si
4053,43,19,540000,94608,2,1.70,No graduado,0,No,No,Si,No
4054,35,11,900000,94720,2,0.00,No graduado,0,No,No,No,No
4055,59,34,640000,94116,4,1.70,No graduado,0,No,No,No,No
4056,42,18,650000,93460,3,2.10,Profesional,0,No,No,Si,Si
4057,51,25,1130000,91320,2,6.30,No graduado,0,No,No,No,No
4058,57,32,380000,90740,2,2.10,Profesional,0,No,No,No,No
4059,39,15,650000,92037,1,1.50,Profesional,0,No,No,No,No
4060,53,27,390000,91330,4,1.50,Profesional,0,No,No,Si,No
4061,31,6,1740000,93023,2,6.70,No graduado,0,No,No,Si,Si
4062,33,3,590000,91040,2,1.75,Profesional,0,No,No,Si,No
4063,38,14,430000,95053,2,1.70,No graduado,0,No,No,Si,No
4064,47,21,240000,94108,2,0.10,Profesional,0,No,No,No,Si
4065,63,39,500000,94402,1,0.00,Graduado,166,No,No,No,No
4066,44,19,680000,94305,1,3.70,Profesional,0,No,No,Si,No
4067,61,37,610000,94122,3,2.00,Profesional,0,No,No,Si,No
4068,52,28,210000,94025,4,0.50,Graduado,0,No,No,Si,No
4069,59,34,210000,95035,2,0.50,Graduado,0,No,No,Si,No
4070,56,32,310000,94596,4,1.30,No graduado,0,No,No,No,No
4071,58,33,700000,94720,4,0.70,No graduado,0,No,Si,No,No
4072,30,6,250000,94304,3,1.00,Graduado,135,No,No,No,Si
4073,42,17,780000,92521,1,1.00,Profesional,0,No,No,Si,No
4074,51,27,190000,92120,1,0.20,No graduado,0,No,No,No,No
4075,60,35,230000,94608,1,0.30,Profesional,0,No,No,Si,No
4076,30,4,400000,90601,4,0.80,No graduado,0,No,No,Si,No
4077,49,23,220000,92220,1,0.30,Profesional,0,No,No,No,No
4078,26,0,710000,92093,4,1.80,Graduado,0,No,Si,Si,No
4079,36,12,580000,91320,1,3.60,Graduado,0,No,No,No,No
4080,65,40,750000,90036,3,2.20,No graduado,0,No,No,Si,No
4081,27,0,400000,90068,1,2.00,Graduado,110,No,No,No,Si
4082,60,35,1550000,92521,1,1.50,Profesional,0,Si,No,No,Si
4083,32,6,830000,90036,4,2.20,Graduado,0,No,No,No,No
4084,46,20,990000,94302,3,1.10,No graduado,0,No,No,No,No
4085,60,36,590000,94124,1,0.00,Graduado,0,No,Si,No,No
4086,28,2,530000,94609,3,2.40,Graduado,0,No,No,Si,No
4087,50,26,110000,93106,4,0.20,No graduado,0,No,Si,No,No
4088,52,28,1790000,94583,4,4.20,Profesional,0,Si,No,No,No
4089,29,-1,710000,94801,2,1.75,Profesional,0,No,No,No,No
4090,30,4,850000,94234,4,2.10,Profesional,0,No,No,Si,No
4091,42,18,490000,92717,3,2.10,Profesional,0,No,Si,Si,No
4092,32,6,1220000,94025,2,1.30,No graduado,0,No,No,Si,Si
4093,40,15,1710000,94539,2,3.30,No graduado,0,No,No,Si,No
4094,49,24,1380000,93111,2,2.20,Graduado,0,Si,No,Si,No
4095,53,23,80000,95616,4,0.40,Profesional,0,No,Si,Si,No
4096,42,17,590000,94105,4,0.40,No graduado,0,No,No,Si,No
4097,38,14,490000,90740,3,2.80,No graduado,0,No,No,No,No
4098,60,34,920000,95670,2,2.00,No graduado,0,No,No,No,No
4099,27,3,750000,90032,4,0.00,No graduado,0,No,No,No,No
4100,61,35,600000,92831,1,2.80,Graduado,0,No,No,Si,Si
4101,27,2,410000,90254,2,1.70,Graduado,0,No,No,Si,No
4102,45,21,400000,93460,3,0.60,Graduado,0,No,No,Si,Si
4103,41,16,810000,94305,2,0.40,No graduado,146,No,No,Si,Si
4104,44,20,520000,94143,1,0.80,Profesional,196,No,No,No,Si
4105,38,14,250000,95616,4,1.00,No graduado,0,No,No,No,No
4106,39,15,1390000,91801,1,3.40,No graduado,353,No,No,Si,No
4107,48,22,540000,93106,1,1.20,Graduado,0,No,No,No,No
4108,47,22,810000,94123,1,2.90,No graduado,0,No,No,No,Si
4109,64,39,730000,94025,3,2.20,No graduado,0,No,Si,No,Si
4110,27,0,300000,93107,4,1.00,Profesional,0,No,No,Si,Si
4111,66,41,590000,95617,3,2.40,No graduado,0,No,No,No,No
4112,43,17,210000,95351,3,1.50,No graduado,0,No,No,No,No
4113,34,9,650000,95014,3,0.70,Graduado,104,No,No,Si,No
4114,28,2,410000,93118,3,1.10,Graduado,161,No,No,Si,No
4115,52,28,520000,92126,4,0.10,Profesional,121,No,No,No,No
4116,45,20,840000,94131,4,1.10,Graduado,180,No,No,Si,No
4117,24,-2,1350000,90065,2,7.20,No graduado,0,No,No,Si,No
4118,39,14,180000,92037,4,0.20,Profesional,0,No,Si,No,No
4119,40,16,340000,93561,1,0.70,No graduado,0,No,No,Si,Si
4120,30,5,850000,92624,4,1.80,Profesional,0,No,No,Si,No
4121,49,23,230000,94080,1,1.40,Profesional,0,No,No,No,No
4122,53,27,650000,91711,4,2.80,Graduado,0,No,No,No,Si
4123,56,30,1950000,90089,1,2.90,No graduado,0,No,No,No,No
4124,50,24,400000,93460,4,2.60,No graduado,89,No,No,Si,No
4125,53,29,1410000,90064,2,0.20,Profesional,0,Si,No,No,No
4126,60,34,950000,94104,2,0.70,Graduado,322,No,No,Si,Si
4127,58,33,230000,90095,3,1.30,Graduado,131,No,No,No,No
4128,43,19,820000,95758,2,1.80,Graduado,0,No,No,Si,Si
4129,46,21,530000,93555,4,1.90,Profesional,0,No,No,No,No
4130,29,3,100000,91320,4,0.40,No graduado,87,No,No,Si,Si
4131,56,30,750000,91910,1,1.90,Graduado,125,No,No,Si,No
4132,48,23,230000,94534,4,0.40,Graduado,122,No,No,No,No
4133,61,36,1330000,90266,1,2.60,No graduado,0,No,No,Si,No
4134,41,17,1290000,94720,1,3.40,No graduado,0,No,No,No,Si
4135,35,11,850000,92154,4,0.10,Graduado,131,No,No,No,No
4136,48,23,1680000,95929,2,2.80,No graduado,308,No,No,Si,No
4137,43,19,830000,92691,4,2.00,Profesional,0,No,No,Si,No
4138,37,12,520000,93943,2,1.10,Graduado,0,No,No,Si,No
4139,47,22,1140000,95819,1,0.60,No graduado,0,No,Si,Si,Si
4140,29,3,810000,95827,1,2.90,Profesional,0,No,No,No,No
4141,63,38,320000,94015,1,1.50,Graduado,0,No,No,No,No
4142,43,19,630000,94118,3,2.10,Profesional,0,No,No,No,No
4143,57,32,700000,90024,3,1.60,Profesional,0,No,No,No,No
4144,55,31,200000,94720,2,0.30,No graduado,0,No,No,Si,No
4145,47,23,1380000,91367,2,3.30,No graduado,0,No,No,Si,Si
4146,58,34,630000,94305,4,1.60,Graduado,0,No,No,No,No
4147,53,28,850000,95814,1,1.30,Profesional,118,No,No,Si,No
4148,59,35,1800000,96008,2,6.50,Graduado,0,Si,Si,Si,Si
4149,46,22,800000,95747,4,2.00,Profesional,0,No,No,Si,No
4150,41,15,530000,93106,1,0.70,Profesional,0,No,No,Si,No
4151,46,20,720000,92009,2,1.70,Graduado,75,No,No,Si,No
4152,44,18,1230000,95841,3,5.90,No graduado,0,Si,No,Si,Si
4153,44,18,910000,91361,2,0.80,Profesional,0,No,No,Si,No
4154,50,26,1480000,94608,2,6.80,No graduado,0,No,No,Si,No
4155,51,25,1630000,94305,2,1.30,Profesional,0,Si,No,Si,No
4156,55,30,280000,90291,4,0.10,Profesional,149,No,No,Si,Si
4157,37,12,1930000,92780,1,8.60,No graduado,0,No,No,No,No
4158,34,10,220000,94545,3,0.90,Profesional,0,No,No,Si,No
4159,59,34,740000,92780,4,0.70,No graduado,0,No,No,Si,Si
4160,45,20,700000,94305,4,1.90,Profesional,0,No,No,Si,Si
4161,30,4,110000,95054,1,0.10,Graduado,0,No,No,Si,Si
4162,32,8,610000,94703,3,2.60,Graduado,0,No,No,No,No
4163,61,37,410000,94704,1,0.80,No graduado,0,No,No,Si,Si
4164,54,28,1080000,94110,4,1.90,Graduado,0,Si,No,Si,No
4165,35,10,230000,90058,4,1.10,Profesional,0,No,No,No,Si
4166,63,38,1350000,91768,2,3.80,Profesional,183,Si,No,No,No
4167,66,40,300000,95133,2,0.70,Profesional,86,No,No,No,No
4168,48,24,1440000,94025,4,3.50,Graduado,0,Si,No,No,No
4169,60,34,1390000,95020,4,0.40,No graduado,0,Si,No,Si,No
4170,41,17,1430000,90059,2,2.70,Profesional,209,Si,No,Si,No
4171,31,7,440000,93561,1,1.20,No graduado,0,No,No,Si,Si
4172,58,31,490000,94521,4,2.50,Graduado,0,No,No,Si,No
4173,67,42,750000,90041,4,0.10,Graduado,182,No,No,Si,No
4174,35,9,430000,93943,2,0.30,No graduado,0,No,No,Si,No
4175,40,14,590000,91335,3,0.50,Profesional,0,No,No,Si,No
4176,42,17,1540000,93955,3,4.90,No graduado,0,Si,No,Si,Si
4177,44,18,750000,95131,1,0.70,Profesional,0,No,No,No,Si
4178,47,23,750000,93106,1,2.60,Graduado,0,No,No,No,Si
4179,59,35,880000,91311,2,1.60,No graduado,278,No,No,No,No
4180,29,3,910000,94122,1,3.40,Profesional,0,Si,No,No,No
4181,36,6,110000,92008,1,0.67,Profesional,0,No,Si,Si,Si
4182,47,22,220000,90024,1,0.40,Profesional,0,No,No,Si,No
4183,55,29,490000,92691,2,0.80,Profesional,220,No,No,No,Si
4184,41,17,1400000,94542,1,3.50,No graduado,342,No,No,No,No
4185,51,25,990000,90277,2,2.40,Graduado,0,No,No,No,No
4186,26,2,820000,91950,2,2.50,No graduado,199,No,No,No,No
4187,33,9,100000,90005,4,1.00,No graduado,81,No,No,No,Si
4188,30,5,1090000,94305,4,2.20,Graduado,103,No,No,No,Si
4189,30,4,450000,90041,4,1.30,Profesional,0,No,No,No,No
4190,45,19,930000,91116,2,1.70,Graduado,0,No,No,No,No
4191,40,16,890000,95814,3,3.90,Graduado,216,Si,Si,Si,No
4192,42,15,390000,91711,3,1.00,Graduado,132,No,No,No,No
4193,50,26,210000,91768,1,0.20,No graduado,89,No,No,Si,No
4194,62,37,310000,95008,3,0.20,No graduado,0,No,No,Si,No
4195,63,37,310000,95819,1,0.50,Profesional,0,No,No,Si,No
4196,43,19,520000,95054,4,2.20,Graduado,0,No,No,No,No
4197,49,25,130000,95814,1,0.90,Profesional,0,No,No,Si,No
4198,51,25,210000,90840,2,0.40,Profesional,76,No,Si,Si,No
4199,61,36,500000,96003,4,1.70,No graduado,189,No,No,Si,No
4200,43,19,810000,90630,4,0.20,Profesional,0,No,No,No,Si
4201,43,19,740000,94035,4,1.90,No graduado,0,No,No,No,Si
4202,61,36,890000,93109,3,0.50,No graduado,0,No,No,Si,No
4203,35,9,820000,95064,3,0.90,Graduado,0,No,No,Si,No
4204,59,33,880000,93106,4,1.90,Graduado,0,No,No,No,No
4205,40,16,610000,91711,3,2.10,Profesional,0,No,No,No,No
4206,61,36,1390000,95133,2,3.90,No graduado,0,No,No,No,No
4207,48,23,290000,93711,1,1.30,Graduado,0,No,No,No,No
4208,37,11,510000,93305,3,2.10,No graduado,0,No,No,Si,Si
4209,56,32,580000,95064,1,1.80,Profesional,241,No,No,Si,No
4210,35,9,210000,91125,2,1.40,Profesional,125,No,No,Si,No
4211,35,8,430000,95819,2,1.67,Graduado,0,No,No,No,No
4212,40,16,1040000,94301,2,1.80,Graduado,0,No,No,No,No
4213,50,23,90000,94109,1,0.50,Graduado,98,No,No,Si,No
4214,49,25,390000,91125,3,1.90,Graduado,0,No,No,No,No
4215,46,22,890000,94303,1,2.70,No graduado,0,No,Si,Si,Si
4216,64,40,210000,94028,2,0.30,Profesional,0,No,No,No,No
4217,60,35,1730000,90059,3,3.10,Profesional,0,Si,No,Si,No
4218,45,21,290000,95051,1,0.30,Profesional,105,No,No,Si,Si
4219,52,27,430000,94005,4,0.20,Graduado,0,No,No,No,Si
4220,58,34,300000,90066,3,0.40,Graduado,0,No,No,No,No
4221,54,30,390000,94806,4,0.10,Profesional,0,No,Si,Si,No
4222,48,22,830000,90028,2,0.40,Profesional,248,No,No,Si,No
4223,51,25,580000,93106,3,0.70,Graduado,223,No,No,No,No
4224,53,26,80000,94709,1,0.50,Graduado,0,No,No,No,Si
4225,57,27,390000,95929,3,1.00,Profesional,0,No,Si,No,Si
4226,43,18,2040000,91902,2,8.80,No graduado,0,No,No,Si,No
4227,37,13,450000,94591,1,1.80,No graduado,0,No,No,No,No
4228,32,7,1110000,90277,1,3.80,No graduado,0,No,Si,No,No
4229,34,10,830000,95060,2,2.00,Graduado,148,No,No,No,No
4230,54,24,830000,94596,1,3.00,Profesional,0,No,No,No,No
4231,62,36,1150000,92093,2,2.80,No graduado,202,No,No,Si,Si
4232,56,32,600000,93106,1,1.80,Profesional,227,No,No,Si,No
4233,39,15,530000,94116,1,1.80,No graduado,0,No,No,No,No
4234,32,7,1340000,95929,2,3.30,No graduado,0,No,No,Si,No
4235,50,24,910000,93555,1,0.80,Profesional,0,No,No,Si,No
4236,27,1,910000,92173,2,0.20,No graduado,0,No,No,Si,No
4237,37,12,1280000,91342,2,3.90,No graduado,0,No,No,Si,Si
4238,60,34,780000,90401,3,4.40,No graduado,0,No,Si,No,No
4239,43,19,1610000,92093,2,7.60,No graduado,464,No,No,Si,No
4240,62,36,600000,92182,3,2.20,Profesional,0,No,No,Si,No
4241,39,14,1610000,95064,1,4.10,No graduado,509,No,Si,No,No
4242,34,9,400000,95054,4,2.00,Graduado,0,No,No,Si,Si
4243,46,21,680000,94720,1,0.20,Graduado,0,No,No,Si,No
4244,46,22,740000,94550,3,0.70,No graduado,0,No,No,Si,No
4245,51,26,550000,92121,3,2.00,Graduado,93,No,No,Si,No
4246,44,20,1450000,90630,1,3.50,No graduado,0,No,No,No,Si
4247,60,35,240000,94920,1,1.50,Graduado,0,No,No,No,No
4248,65,39,100000,90210,1,0.80,Graduado,0,No,No,Si,No
4249,58,33,1380000,90720,2,3.90,No graduado,0,No,Si,Si,No
4250,37,12,630000,91942,4,2.10,Profesional,0,No,No,Si,No
4251,52,28,540000,90041,4,0.10,Profesional,0,No,No,No,Si
4252,42,16,620000,95064,3,0.90,Profesional,0,No,No,Si,No
4253,54,29,810000,91107,1,0.10,Profesional,0,No,No,No,No
4254,54,28,610000,90601,3,3.00,Graduado,0,No,No,Si,Si
4255,51,27,680000,91711,1,1.60,Profesional,0,No,No,Si,No
4256,59,35,780000,90095,2,2.80,No graduado,0,No,No,Si,No
4257,41,17,1650000,91311,2,7.60,No graduado,157,No,No,No,No
4258,43,17,480000,95762,3,2.20,Graduado,0,No,No,No,Si
4259,52,26,1550000,92660,3,7.20,Graduado,0,Si,No,Si,No
4260,52,26,1580000,94920,2,3.70,Profesional,251,Si,No,No,Si
4261,57,31,520000,94105,1,1.40,No graduado,0,No,No,Si,No
4262,53,28,180000,92507,4,0.80,No graduado,0,No,No,No,No
4263,58,33,420000,92093,4,1.70,No graduado,0,No,No,No,No
4264,59,33,180000,94542,2,0.20,Profesional,0,No,No,No,No
4265,57,31,400000,94304,2,0.30,No graduado,0,No,Si,Si,Si
4266,27,2,440000,93943,4,0.60,Graduado,0,No,Si,Si,No
4267,42,16,110000,94015,1,0.20,No graduado,87,No,No,No,Si
4268,52,26,1940000,91902,2,5.70,Graduado,0,Si,No,Si,No
4269,49,23,1080000,95616,2,2.40,Graduado,0,No,No,Si,No
4270,47,23,120000,92518,4,0.50,Graduado,0,No,No,No,No
4271,45,19,190000,93117,3,1.50,No graduado,94,No,No,Si,Si
4272,25,1,1500000,92507,1,6.33,No graduado,0,No,No,No,No
4273,47,22,890000,92647,4,1.90,Profesional,0,No,No,Si,No
4274,44,19,830000,95812,2,3.80,Profesional,0,No,Si,No,Si
4275,30,3,790000,91380,4,2.00,Graduado,0,No,No,Si,No
4276,63,38,1020000,95616,4,3.40,Graduado,0,No,No,No,No
4277,50,24,1550000,92717,1,7.30,No graduado,0,No,No,Si,Si
4278,40,16,1380000,92612,1,3.50,No graduado,0,No,No,Si,No
4279,56,31,510000,92028,3,1.70,No graduado,0,No,No,Si,Si
4280,39,15,800000,94608,2,1.80,Graduado,86,No,No,Si,Si
4281,42,18,1350000,95136,2,3.30,No graduado,0,No,Si,Si,Si
4282,28,1,340000,94949,4,1.50,Graduado,162,No,No,No,Si
4283,26,0,1950000,92093,3,6.33,Profesional,0,Si,Si,Si,No
4284,58,32,620000,91320,3,2.20,Profesional,217,No,No,Si,Si
4285,38,13,1730000,94305,2,3.30,No graduado,243,No,No,No,No
4286,23,-3,1490000,93555,2,7.20,No graduado,0,No,No,Si,No
4287,53,29,200000,93955,1,0.20,No graduado,131,No,No,Si,Si
4288,54,28,420000,95207,4,2.50,No graduado,0,No,No,Si,Si
4289,42,17,280000,94010,1,0.60,Profesional,0,No,No,No,Si
4290,54,28,950000,90254,1,1.90,Graduado,0,No,No,Si,No
4291,66,42,950000,94596,2,0.00,Profesional,0,No,No,Si,No
4292,46,21,340000,90034,1,0.10,No graduado,124,No,No,Si,No
4293,63,37,1910000,94131,2,4.30,Profesional,205,Si,No,No,No
4294,63,38,410000,90034,2,1.50,No graduado,173,No,No,Si,Si
4295,58,34,1500000,92110,1,7.40,No graduado,481,No,No,Si,No
4296,65,41,910000,91360,2,0.00,Profesional,146,No,No,No,No
4297,35,9,840000,94709,4,2.20,Graduado,0,No,No,Si,No
4298,33,9,730000,92110,4,3.40,No graduado,140,No,No,Si,No
4299,43,19,1220000,93106,1,0.30,No graduado,0,No,No,Si,No
4300,30,5,730000,90065,1,2.60,Graduado,133,No,No,Si,No
4301,61,37,200000,95973,2,0.30,Profesional,0,No,No,Si,No
4302,49,24,1300000,92677,4,1.10,No graduado,281,Si,No,Si,No
4303,52,27,850000,92037,3,3.40,Profesional,0,Si,No,No,No
4304,45,21,1340000,94550,2,3.30,No graduado,0,No,No,Si,Si
4305,64,39,980000,95678,3,1.80,Graduado,80,No,No,Si,No
4306,26,1,540000,91709,2,1.60,Profesional,0,No,Si,No,No
4307,35,11,410000,92123,3,2.00,No graduado,0,No,No,Si,No
4308,45,19,1280000,94928,4,6.00,Profesional,0,Si,No,Si,No
4309,44,20,1320000,94115,3,2.60,No graduado,308,Si,No,No,No
4310,34,8,1880000,94025,1,2.90,Profesional,0,Si,No,Si,No
4311,65,41,1700000,94143,4,6.10,Graduado,0,Si,No,Si,Si
4312,32,8,140000,90034,3,0.90,Profesional,111,No,No,No,No
4313,41,15,930000,95616,1,2.80,Profesional,0,No,No,Si,No
4314,52,28,790000,94596,1,2.70,Graduado,0,No,No,Si,Si
4315,35,9,790000,94305,4,2.20,Graduado,0,No,No,No,No
4316,51,26,620000,90024,4,1.80,Profesional,119,No,No,Si,No
4317,30,6,950000,91950,2,0.20,No graduado,0,No,Si,Si,No
4318,58,33,600000,92672,4,1.30,Profesional,0,No,No,Si,No
4319,49,23,750000,92374,1,1.50,Graduado,0,No,No,No,Si
4320,63,38,850000,91320,4,0.10,Graduado,0,No,No,No,Si
4321,40,15,1430000,94801,1,4.10,No graduado,0,No,No,Si,No
4322,27,0,340000,92717,1,2.00,Graduado,112,No,No,No,Si
4323,38,14,440000,91320,2,1.70,No graduado,0,No,No,No,No
4324,52,28,310000,92008,4,0.90,Graduado,151,No,Si,Si,No
4325,49,24,130000,94538,4,0.80,No graduado,111,No,No,Si,No
4326,59,35,520000,95616,4,1.50,No graduado,0,No,No,Si,Si
4327,32,8,420000,95136,1,0.20,Profesional,102,No,No,Si,No
4328,30,4,1020000,91775,4,2.10,Profesional,139,No,No,No,Si
4329,64,38,1430000,95039,2,6.40,Profesional,0,Si,Si,Si,No
4330,59,33,100000,94063,4,0.70,Profesional,0,No,No,Si,No
4331,62,37,440000,90401,1,1.10,Profesional,0,No,No,No,No
4332,61,37,1580000,94720,2,6.00,No graduado,306,No,Si,Si,Si
4333,53,26,120000,92672,2,1.00,Graduado,0,No,No,No,Si
4334,51,26,590000,90095,1,1.20,No graduado,139,No,No,Si,No
4335,55,29,920000,92130,1,1.90,Graduado,0,No,No,No,No
4336,36,10,820000,94542,2,2.80,No graduado,0,No,No,No,Si
4337,44,19,440000,90509,4,0.00,Graduado,0,No,No,No,No
4338,26,2,1820000,93010,2,3.20,Graduado,0,Si,No,No,No
4339,54,30,1210000,92121,2,0.40,No graduado,0,No,No,Si,No
4340,35,11,380000,95518,1,1.70,No graduado,0,No,No,No,Si
4341,34,10,920000,90024,2,2.70,No graduado,0,No,Si,No,Si
4342,28,3,530000,94305,2,1.60,Profesional,0,No,No,No,No
4343,32,7,450000,93611,3,2.30,No graduado,83,No,Si,Si,No
4344,38,14,630000,95422,1,3.60,Graduado,0,No,Si,Si,No
4345,53,28,1810000,95051,1,8.10,No graduado,0,No,No,Si,No
4346,26,1,1840000,94608,2,4.20,Profesional,577,Si,No,Si,Si
4347,45,21,330000,94970,3,0.50,No graduado,136,No,No,Si,Si
4348,58,33,220000,90024,3,0.20,No graduado,0,No,No,Si,No
4349,59,33,990000,92093,2,2.70,No graduado,0,No,No,No,No
4350,45,18,440000,90089,3,1.00,Graduado,193,No,No,No,No
4351,64,39,1010000,95134,4,3.40,Graduado,0,No,No,No,Si
4352,30,3,320000,94132,1,2.00,Graduado,0,No,No,Si,Si
4353,40,16,590000,94305,4,2.67,No graduado,0,No,No,Si,No
4354,61,36,250000,94015,2,0.50,Graduado,0,No,No,Si,Si
4355,40,16,1400000,93940,3,5.60,No graduado,0,Si,No,No,No
4356,40,10,290000,94720,1,0.75,Profesional,0,No,No,Si,No
4357,43,19,350000,90630,1,0.70,No graduado,0,No,No,No,No
4358,39,14,1410000,93302,4,6.30,No graduado,0,Si,Si,Si,Si
4359,35,11,750000,92672,4,2.00,Profesional,79,No,No,No,No
4360,38,12,580000,95054,2,2.80,No graduado,0,No,No,Si,No
4361,67,43,410000,90024,2,1.10,No graduado,0,No,No,No,No
4362,55,30,420000,93940,2,2.00,Graduado,196,No,No,No,Si
4363,28,2,550000,93940,3,1.10,Graduado,0,No,No,No,No
4364,30,4,180000,93711,4,0.30,Graduado,84,No,No,Si,No
4365,59,35,750000,92121,4,2.30,Profesional,0,No,Si,No,No
4366,26,2,850000,95020,2,2.50,No graduado,0,No,No,No,No
4367,52,28,430000,90089,4,1.10,Graduado,0,No,No,No,No
4368,40,15,1490000,90250,2,3.90,No graduado,319,No,No,Si,Si
4369,31,7,250000,93943,2,1.00,Graduado,0,No,Si,Si,Si
4370,50,25,190000,94005,4,0.40,Graduado,103,No,No,Si,Si
4371,27,3,180000,93524,1,0.40,Profesional,0,No,No,No,No
