Marca temporal,1. Utiliza habitualmente la página web de ATM,2. Le resultó simple la creación de su cuenta en Mis Trámites,3. Le resulta comprensible la sección de Mis Trámites,4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:,5. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2020 lo obtuvo por:,Agregue aquí su sugerencia
3/12/2020 11:39:03,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 11:34:38,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 11:26:12,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 10:41:34,SI,NO,SI,Nada satisfactoria,Buena,NINGUNA RESPUESTA EN TIEMPO Y FORMA,"Responsabilidad por parte de quienes cobran un sueldo por ""trabajar"" desde sus casas."
3/12/2020 10:37:04,SI,SI,NO,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 10:34:08,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 10:20:52,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
3/12/2020 9:59:37,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 9:35:43,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,
3/12/2020 9:16:57,SI,SI,SI,Nada satisfactoria,Muy Buena,Descarga de la página web de ATM,
3/12/2020 8:56:34,NO,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,lo único complicado de la sección mis trámites es que los individuos que no contamos con los conocimientos específicos de vocabulaburio para cada trámite no sabemos que opcion seleccionar 
3/12/2020 8:37:13,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 21:13:47,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/12/2020 20:32:39,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"al crear un expediente electrónico en tipo de tramites se despliegan pocas opciones y ninguna correspondia a lo que yo necesitaba .
si quiero escanear un documento para adjuntar las instruciones de como escanear están en ingles y me parece muy poco practico.
 "
2/12/2020 20:02:30,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/12/2020 19:44:52,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 18:08:02,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 17:44:00,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,"No es sencillo visualizar los progresos en Mis trámites On Line, sobre todo lo que se debe hacer para continuar con el trámite"
2/12/2020 17:18:30,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 16:52:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,El trámite lo realizo un profesional (contador)
2/12/2020 16:37:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 16:31:47,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,"Realmente el sistema es muy bueno, pero el tiempo que demanda la contestación es bastante lenta."
2/12/2020 15:54:54,SI,SI,NO,Nada satisfactoria,Regular,Descarga de la página web de ATM,"Hay trámites pendientes de resolución, imposibilidad de comunicarse fluidamente por medio electrónico"
2/12/2020 15:49:24,NO,SI,SI,Nada satisfactoria,Buena,no lo recibi aun y llevo 3 dias ,necesito sellar una orden de compra y todavia no tuve respuesta
2/12/2020 15:41:07,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/12/2020 15:28:35,NO,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
2/12/2020 14:56:19,NO,NO,NO,Poco satisfactoria,Buena,voy y lo solicito en una oficina,no todas las personas tenemos facilidad para trabajar con tecnologia y aplicaciones  no me parece correcto que si fui con todos mis papeles y  con turno no me quisieran hacer el tramite de modo presencial.
2/12/2020 14:02:23,NO,NO,NO,Poco satisfactoria,Buena,No lo he obtenido todavia,
2/12/2020 13:56:03,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 13:50:02,SI,NO,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"Pago en cuota con tarjeta y posibilidad de pagar con tarjeta un boleto generado por la opcion mis trámites on line, ya que los mismos solo se pueden pagar en entidades, o sea haces todo por internet y despues tenes que ir a pagar al banco o ente recaudador.
Y por ultimo, los honorarios de apremios a abogados es un problema generaralos y pagarlos, nadie te los cobra"
2/12/2020 13:31:54,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
2/12/2020 13:29:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,La pagina es muy compleja háganla mas simple.
2/12/2020 13:20:44,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
2/12/2020 12:48:51,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 12:09:15,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 11:32:41,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 11:27:07,NO,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,
2/12/2020 11:21:33,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 11:20:45,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 11:17:16,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
2/12/2020 11:06:05,SI,SI,SI,Satisfactoria,Regular,Entrega en su domicilio real,
2/12/2020 11:00:03,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,
2/12/2020 10:47:08,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,
2/12/2020 10:37:56,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 10:34:22,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,EL SELLADO DEMORA MUCHO
2/12/2020 10:20:54,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,A veces lo resuelven en 24 horas y a veces se demoran 10 dias.-
2/12/2020 9:53:34,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/12/2020 9:44:14,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,SIGAN CON LOS TRAMITES ON LINE
2/12/2020 8:47:02,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Mejor comunicación, cuando hay una duda especificar cual es el inconveniente cuando hay un error"
2/12/2020 8:03:51,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
2/12/2020 8:03:33,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
2/12/2020 7:39:02,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,El trámite lo tuvo que realizar un profesional (Contador Publico)
1/12/2020 22:05:44,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
1/12/2020 21:28:20,SI,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,
1/12/2020 21:18:34,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,
1/12/2020 20:52:34,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
1/12/2020 19:26:47,SI,SI,SI,Satisfactoria,Muy Buena,NO TENGO INMUEBLES,ES PESIMO EL SISTEMA DE COMUNICACION . MIS TRAMITES ON LINE.
1/12/2020 19:10:42,SI,SI,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"Por favor arreglar la sección de ""Mis tramites"" la cual es muy confusa de usar cuando uno quiere consultar un trámite ya efectuado y/o agregar documentación. Gracias."
1/12/2020 19:09:47,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 18:59:14,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 18:52:40,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 18:44:55,NO,SI,NO,Muy satisfactoria,Buena,Entrega en su domicilio real,"EL TRAMITE QUE TUVE QUE HACER, BAJA EN ING.BRUTOS, ANTES LO HACIAN EN LAS OFICINAS DE ATM, HOY NO QUIEREN RECIBIR NINGUN TRAMITE,  DICEN QUE LO TENEMOS QUE LLEVAR A UN CONTADOR PARA QUE LO SUBAN A LA PAGINA, SI NO SABEMOS HACERLO. SUGIERO,  QUE ESA PARTE LO HAGAN LOS EMPLEADOS DE ATM. GRACIAS."
1/12/2020 18:38:24,SI,SI,SI,Satisfactoria,Buena,BOLSA DE COMERCIO,
1/12/2020 18:29:10,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 17:50:58,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
1/12/2020 17:46:13,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,"En mi caso particular tuve problemas en los planes de pago.. Seria bueno tener la posibilidad de generarlos con la posibilidad de incluir todo tipo de deuda, principalmente deuda ya incluida en planes caduco."
1/12/2020 16:26:34,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,rapido y explicito
1/12/2020 16:19:15,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 15:17:00,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,SEGUIMIENTO MAS ADECUADO DE LOS TRAMITES
1/12/2020 15:07:22,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,debería poder verse la deuda que tiene el padrón de una propiedad y la deuda de un automotor 
1/12/2020 14:50:06,NO,SI,SI,Satisfactoria,Buena,no se descarga boleta,
1/12/2020 14:40:43,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 14:31:32,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 14:13:25,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Cuando genero un plan de pago para cancelar la deuda actualizada, no me permite elegir la fecha del mismo y unilateralmente lo determina para el unos días adelante. En ese período no tengo forma de sacar la CCF. Debería poder elegir la fecha de cancelación de deuda. Atte."
1/12/2020 14:02:45,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 13:34:18,NO,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"1-EL PERSONAL DEL CALL CENTER DEBIERA SER MAS AMABLE Y PREDISPUESTO A ENSEÑAR ESTA NUEVA HERRAMIENTA-2-NO ES POSIBLE QUE UNO PASE MAS DE MEDIA HORA PARA SER ATENDIDO EN EL CALL CENTER Y QUE DESPUES , DE ENCIMA SER MAL ATENDIDO, POR GENTE QUE PARECIERA NO TENER GANAS DE ATENDER, ENCIMA NO SE PUEDA RESOLVER EL MOTIVO DE LA LLAMADA DEBIDO A LA INEFICIENCIA  MALA PREDISPOSICION DEL PERSONAL ARA ELLO- 3- CAPACITAR A PERSONAL EN ATENCION AL PUBLICO. 4-- REEMPLAZARLO POR NUEVO EN CASO DE RETICIENCIA A MODIFICAR LOS MALOS HABITOS DE MILES DE AÑOS DE BUROCRACIA ESTATAL."
1/12/2020 13:32:42,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
1/12/2020 12:40:39,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 12:36:01,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,
1/12/2020 12:16:18,NO,NO,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,SE PODRÍA AGILIZAR LA RESOLUCION DE LOS TRAMITES
1/12/2020 12:05:16,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 12:02:25,NO,SI,SI,Satisfactoria,Regular,no aplica,"Mejorar en respuesta de los tramites y actualizacion de los tramites, solicite certificado de no retencion, esta por vencer la exencion y aun figura pendiente de resolucion. Solicite actualizacion de domicilio, lo modificaron pero por cualquier otro, nada q ver con lo solicitado. Atte"
1/12/2020 11:45:07,SI,SI,NO,Satisfactoria,Buena,No se,
1/12/2020 11:33:39,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 11:27:09,SI,SI,SI,Satisfactoria,Mala,Descarga de la página web de ATM,
1/12/2020 11:03:37,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 10:40:54,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 10:35:20,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,Si hay que realizar tareas de mantenimiento se hagan durante la noche o en días no laborales.- 
1/12/2020 10:33:50,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 10:24:54,SI,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,
1/12/2020 10:19:40,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 10:11:05,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 10:05:56,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,Sugiero que haya menos tiempo de espera para la resolución de tramites online.
1/12/2020 9:49:18,NO,SI,NO,Poco satisfactoria,Mala,Descarga de la página web de ATM,"Deberían haber más campos libres, para escribir el trámite que uno quiere realizar. Hay muchas opciones y quizás ninguna coincide con el trámite que se desea hacer."
1/12/2020 9:45:38,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 9:32:14,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 9:31:02,SI,SI,SI,Muy satisfactoria,Buena,Entrega en su domicilio real,
1/12/2020 9:29:58,SI,SI,NO,Nada satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 9:26:04,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 9:10:27,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 9:08:09,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Se necesita atencion presencial
1/12/2020 8:39:43,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 8:03:01,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
1/12/2020 8:01:32,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
1/12/2020 1:00:51,SI,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,ME RESULTÓ COMPLICADO LLEGAR AL SITIO PARA PAGAR UN SELLADO Y NO ESTOY SEGURA DE HABER INICIADO CORRECTAMENTE EL TRÁMITE
30/11/2020 23:22:19,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,"Hay datos que pide la página que las personas comunes no comprendemos, ya sea por el término técnico o porque no sabemos donde buscarlos. No hay una sección para enviar consultas o comunicarse con alguien virtualmente. Aún no sé si mi trámite se realizó satisfactoriamente."
30/11/2020 22:51:07,SI,SI,SI,Poco satisfactoria,Mala,Descarga de la página web de ATM,
30/11/2020 21:53:26,SI,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,
30/11/2020 21:27:24,NO,SI,SI,Muy satisfactoria,Regular,home banking,
30/11/2020 20:02:01,SI,SI,SI,Muy satisfactoria,Regular,"LO PEDI POR LA PAGINA, PORQUE NO SE PUEDE GENERAR CON INTERESES",QUE SE PUEDAN GENERAR LOS VOLANTES DE PAGO CON INTERESES
30/11/2020 19:32:03,SI,SI,SI,Muy satisfactoria,Buena,Entrega en su domicilio real,
30/11/2020 17:58:13,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 17:26:49,SI,SI,SI,Muy satisfactoria,Buena,Recepción por correo electrónico,
30/11/2020 16:55:43,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 16:54:28,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 16:42:32,SI,NO,NO,Nada satisfactoria,Mala,Recepción por correo electrónico,"mas claridad en los trámites, una pestaña que se pueda desplegar con la explicación de que comprende cada trámite, explicar por que un sellado se mandó a archivo y no se puede desarchivar, tampoco llegó notificación previa a mi mail, es necesaria una comunicación más fluida con el contribuyente"
30/11/2020 16:19:32,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
30/11/2020 15:47:47,NO,SI,NO,Poco satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 15:43:47,NO,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,
30/11/2020 15:33:41,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
30/11/2020 14:45:40,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,En los expedientes electrónicos no se responden las consultas que hago. 
30/11/2020 14:09:05,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
30/11/2020 13:40:37,SI,SI,NO,Poco satisfactoria,Regular,Entrega en su domicilio real,
30/11/2020 13:24:49,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"La modalidad online hace que se extiendan mucho los plazos. Generalmente tenemos que realizar trámites de sellados. En la presencialidad se obtenía el boleto de pago el mismo día y ese mismo día se podía pagar. En cambio con el trámite online se demoran más de una semana en emitir el boleto. Por otro lado, nos ha pasado de no recibir el mail con la determinación del impuesto y no hay cómo reclamar ya que el número 148 nunca responden. No hay teléfonos de contacto y los correos tampoco los responden. Deben agilizar los tiempos de manera urgente y volver a la presencialidad cumpliendo los protocolos correspondientes. "
30/11/2020 13:08:39,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,tendria que haber una opcion para imprimir los boletos del inmobiliario como automotor  todos de una vez los asociados al cuit
30/11/2020 12:47:35,SI,SI,SI,Poco satisfactoria,Buena,Recepción por correo electrónico,no hay respuesta 
30/11/2020 12:45:03,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"en los boletos de sellado la demora no deberia ser mayor al vencimiento, ya que se genera multa que no corresponde al presentar en tiempo el instrumento a sellar
"
30/11/2020 12:29:33,SI,SI,SI,Poco satisfactoria,Mala,Descarga de la página web de ATM,deben hacer que el sistema sea mas amigable con el usuario y que no se trabe en ninguna seccion. Tiene muchas fallas que deberian estar controlandolas a diario.
30/11/2020 12:22:21,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 12:20:42,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Para complementar este servicio, solicito mejorar la atención telefonica."
30/11/2020 11:12:28,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,
30/11/2020 11:07:09,SI,SI,SI,Poco satisfactoria,Mala,Descarga de la página web de ATM,"Actualizar la información que está en la pagina, ya que en preguntas frecuentes dice una cosa y en los instructivos de Expediente Electronico otra totalmente distinta. 
Además depende de quien atiende el trámite online es como resuelve, cada uno tiene distinto criterio. Por esto es muy dificil cumplir con las exigencias"
30/11/2020 11:04:59,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 10:57:31,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Realmente la página es muy buena... Lo único para criticar es la demora en la que procesan los expedientes para poder pagar
30/11/2020 10:57:07,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 10:28:42,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 10:15:24,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 10:09:26,SI,NO,NO,Nada satisfactoria,Buena,"FUI A ATM PARA QUE ME HICIERAN UN PLAN PORQUE NO HAY UNA FORMA DE HACERLO ,PREGUNTE EN ATM Y ME DIJERON NO LO TIENE QUE VENIR ACÁ","1-BRINDAR CONTESTACIÓN EN TRÁMITES ONLINE NO 3 MESES DESPUÉS CUANDO LO ARCHIVAN SER MÁS EXPLICITOS CON LO QUE PIDEN RECUERDEN QUE NO TODOS SABEN USAR LAS REDES SOCIALES Y REALIZAR TRÁMITES ONLINE.
2-PONER UNA FORMA PRÁCTICA DE BAJAR LA BOLETA SIN TANTAS PASOS COMO EL NÚMERO DE TRÁMITE DEL DNI ,CON PONER LA PATENTE Y EL DNI ESTA BIEN ,PARA PODER HACER UN PLAN DE PAGO Y ELEGIR LAS CUOTAS SI UNO SE HA ATRASADO Y TAMBIÉN PODER ELEGIR LA FECHA DE VENCIMIENTO ,NO TODAS LAS PERSONAS COBRAN EL 1 DE CADA MES."
30/11/2020 9:58:52,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,Que permitan eleiminar documentacion incorporada por error y agregar posteriormente al inicio del espediente documentacion.
30/11/2020 9:37:53,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
30/11/2020 8:44:42,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
30/11/2020 8:09:11,SI,SI,SI,Muy satisfactoria,Regular,Descarga de la página web de ATM,creo deben aclarar en algunos puntos cuando se deben cargar los distintos tipos de tramite no hay mucha claridad
29/11/2020 19:32:51,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
29/11/2020 10:59:54,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
28/11/2020 17:42:26,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,ES MUY BENEFICIOSO PARA LOS CONTRIBUYENTES PODER PAGAR Y HACER TODOS LOS TRÁMITES POSIBLES POR PANTALLA
28/11/2020 12:45:35,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,Mejorar el sistema de generación de planes de pago
28/11/2020 12:35:05,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
28/11/2020 11:53:21,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
28/11/2020 11:39:49,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,MEJORAR LA ATENCIÓN DE CANALES TELEFÓNICOS.
28/11/2020 10:25:24,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,"Esta todo el sistema muy orientado a personas que manejan la tecnología,sin la ayuda de un tercero más joven es imposible hacer trámites .A veces ayuda, otras es una complicación. Gracias"
28/11/2020 10:22:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,El acceso a la informacion deberia ser mas claro y organizado...o sea bajo un mismo titulo encontrar todo lo relacionado
28/11/2020 9:57:51,NO,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 20:22:51,SI,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
27/11/2020 19:33:34,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 18:23:24,SI,SI,SI,Satisfactoria,Buena,oficinas,"arreglar aplicativo para sellar contratos- nunca puedo hacerlo desde el aplicativo, tengo q hacerlo mandandolo y luego esperar a que llegue"
27/11/2020 18:18:56,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
27/11/2020 16:53:18,SI,SI,SI,Poco satisfactoria,Regular,no se pudo obtener,El aplicativo de sellos tiene muchas falencias. a) no está contemplado el sellado por terceros. b) No está contemplado para que contratos de locación puedan sellarlos los administradores o usufructuarios del bien inmueble.
27/11/2020 16:03:54,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,Mejoraria la velocidad en las constancias de sellos 
27/11/2020 15:35:15,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,PERFECCIONAR Y CONTINUAR CON ESTA MODALIDAD DE TRAMITE EN LINEA POSPANDEMIA
27/11/2020 15:03:11,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 14:48:22,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"sugiero poder consultar deuda total de un dominio, no solo la del ultimo año"
27/11/2020 14:46:40,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,"Que la presentación de tramites siga siendo online, una vez finalizada la pandemia."
27/11/2020 13:53:44,NO,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,
27/11/2020 13:45:42,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
27/11/2020 12:52:38,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,
27/11/2020 12:40:31,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,
27/11/2020 12:30:39,SI,NO,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"mas velocidad en los trámites y más hoy que son todos on-line y nadie atiende un teléfono para saber si por lo menos se está haciendo bien trámite, de esta forma pasan 10 hasta tener una noticia de aceptado u observado y así seguir esperando."
27/11/2020 12:24:47,NO,SI,NO,Satisfactoria,Buena,Entrega en su domicilio real,
27/11/2020 12:18:47,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 12:15:01,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 11:44:56,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 11:44:16,SI,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,
27/11/2020 11:18:28,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,Deberían enviar por mail los Boletos y también enviar un sms informando que se encuentra disponible. Los contribuyentes se notificarían inmediatamente
27/11/2020 11:15:03,SI,SI,NO,Poco satisfactoria,Regular,Descarga de la página web de ATM,"PARA GRANDES CONTRIBUYENTES LA PAGINA ES POCO PRACTICA, CUESTA ENCONTRAR INFO U TARDAN MUCHO EN RESPONDER"
27/11/2020 11:06:23,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,
27/11/2020 10:52:46,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
27/11/2020 10:23:08,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 10:06:43,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Para los que somos viejos sería bueno que nos faciliten un poco más cómo manejar algunos trámites como los expedientes electrónicos, pero está muy bien su servicio"
27/11/2020 8:50:51,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 8:39:42,SI,NO,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,
27/11/2020 1:27:35,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Con Fecha 13 de Noviembre inicie un Expediente Electrónico N°: EE-47526-2020 en Mi Sesión de ATM y que AL DIA DE HOY AUN ESTA SIN RESOLVER, a pesar de que tiene un Funcionario para resolver, dicho Funcionario me ha pedido que inicie un Tercer Expediente para resolver el mismo Tema. No entiendo el motivo, razón, causa o circunstancia del por que iniciar un tercer expediente electrónico, si se puede resolver con el que cree con anterioridad. Además debo mencionar que si uno inicia un expediente y es observado por ATM dispone de 15 días para subsanarlo, caso contrario el expediente será abortado o archivado por el paso del tiempo. Entonces yo me pregunto que pasa cuando uno inicia un expediente y ya pasaron 15 días y todavía ni lo observan por parte de ATM, ¿Qué se hace en ese caso o cuales son los medios habilitados para pedir un pronto despacho?"
26/11/2020 23:47:07,SI,SI,SI,Satisfactoria,Regular,mostrador,
26/11/2020 23:02:10,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,
