,ID,Genero,Auto,Propiedad,Hijos,Ingreso_anual,Tipo_trabajo,Nivel_educativo,Estado_civil,Vivienda,Telefono_laboral,Telefono_fijo,Email,Ocupacion,Tamaño_familia,Desempleado,Años_empleado,Edad
93107,5372480,F,0,1,0,72000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,59.27
93110,5372491,M,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,5.63,48.04
93112,5372493,M,0,0,0,67500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,1,unknown,2,1,0.0,59.01
93115,5372498,F,1,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,8.47,38.32
93118,5372506,M,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,1.55,49.4
93119,5372507,M,0,0,0,139500.0,Working,Secondary / secondary special,Separated,Municipal apartment,1,0,0,Laborers,1,0,2.63,23.6
93120,5372508,F,0,1,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.71
93121,5372509,F,1,1,1,180000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,3,0,0.3,28.48
93123,5372511,F,0,1,0,148500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,6.21,52.73
93128,5372520,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Security staff,3,0,2.21,32.82
93130,5372524,M,1,1,0,315000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,unknown,1,0,10.57,37.13
93139,5372537,F,0,1,2,36000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,4,0,2.32,39.33
93141,5372541,M,0,1,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,0,0.9,38.14
93143,5372543,F,0,1,0,81000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,58.31
93146,5372546,F,1,1,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,3.24,29.12
93148,5372553,F,0,1,0,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,2,0,0.49,31.75
93150,5372563,M,1,0,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3,0,3.66,42.74
93152,5372567,F,0,1,0,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,0,3.32,54.66
93156,5372571,M,1,1,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,0.32,36.28
93159,5372574,F,0,1,2,112500.0,State servant,Incomplete higher,Married,House / apartment,0,1,0,Core staff,4,0,2.15,34.37
93163,5372580,M,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,2.99,53.16
93166,5372591,F,0,0,0,37350.0,Pensioner,Secondary / secondary special,Single / not married,Office apartment,0,0,0,unknown,1,1,0.0,65.63
93167,5372592,M,1,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,unknown,2,0,3.24,63.72
93170,5372595,M,0,0,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,unknown,1,0,6.15,32.01
93171,5372596,F,0,1,0,157500.0,Pensioner,Incomplete higher,Married,House / apartment,0,0,0,unknown,2,1,0.0,59.26
93172,5372612,F,1,1,2,225000.0,State servant,Higher education,Separated,House / apartment,0,0,0,Core staff,3,0,10.57,33.67
93175,5372616,M,1,1,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,0.49,32.73
93176,5372620,F,0,1,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,6.4,48.66
93184,5372629,M,1,1,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,2,0,5.49,34.78
93188,5372634,F,0,1,1,98100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,3,0,3.9,43.77
93189,5372638,F,0,0,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,56.11
93193,5372644,M,1,1,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,49.86
93194,5372645,M,0,1,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,3,0,4.57,47.69
93196,5372662,F,0,0,1,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,2,0,3.15,43.34
93198,5372664,F,1,1,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,0,4.49,30.58
93199,5372680,M,1,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,3.74,32.16
93205,5372686,M,1,1,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3,0,14.32,35.61
93207,5372688,F,0,1,0,72000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,59.68
93208,5372690,M,1,1,0,252000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,4.74,52.99
93215,5372698,F,0,1,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,7.07,33.77
93217,5372700,F,0,1,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Laborers,2,0,23.82,44.29
93218,5372709,F,0,1,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,2,0,10.49,54.76
93221,5372733,F,0,1,3,90000.0,Working,Secondary / secondary special,Married,Co-op apartment,0,0,0,Sales staff,5,0,1.15,41.63
93227,5372739,F,1,1,0,225000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,61.96
93231,5372750,M,1,1,2,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,4,0,6.15,43.47
93233,5372753,M,1,1,3,117000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,5,0,1.23,37.76
93234,5372754,F,0,1,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cleaning staff,2,0,1.9,46.15
93240,5372761,F,0,1,2,45000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,4,0,5.07,32.61
93241,5372764,M,1,1,3,202500.0,State servant,Secondary / secondary special,Married,Municipal apartment,0,1,0,unknown,5,0,13.9,32.33
93250,5372773,F,1,1,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,3.07,43.75
93252,5372776,M,1,0,0,279000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,11.07,49.1
93254,5372780,F,0,1,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,62.81
93256,5372782,M,0,1,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,50.69
93261,5372787,M,1,1,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,4,0,2.82,33.2
93262,5372794,F,1,1,0,202500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,0,3.07,40.34
93270,5372802,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Security staff,2,0,4.41,37.97
93271,5372803,M,1,1,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,1,1,Core staff,2,0,4.99,47.72
93274,5372810,F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,12.9,44.92
93279,5372824,F,0,1,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,1,0.0,58.67
93282,5372831,F,0,1,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,0,3.9,38.53
93285,5372838,F,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,0,23.49,50.11
93289,5372857,F,0,0,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Medicine staff,3,0,10.4,29.75
93303,5372872,M,0,1,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,unknown,3,0,2.15,36.78
93304,5372873,M,1,1,1,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,2,0,18.23,37.76
93308,5372878,F,1,1,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,4,0,10.65,29.9
93312,5374165,F,1,1,0,337500.0,Working,Higher education,Married,House / apartment,0,0,0,unknown,2,0,13.57,52.4
93322,5374167,F,0,1,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,3,0,8.37,27.39
93326,5374171,M,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,0,0.4,41.37
93333,5374172,M,1,0,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,0,9.32,27.58
93339,5374173,M,0,0,0,112500.0,State servant,Higher education,Married,House / apartment,1,1,0,Managers,2,0,7.82,40.44
93347,5374174,F,0,0,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,7.99,37.6
93350,5374175,F,0,0,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Core staff,2,0,0.57,43.99
93353,5374177,M,1,0,1,216000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,unknown,3,0,2.99,38.65
93358,5374178,F,1,0,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Sales staff,2,0,4.57,34.78
93362,5374179,F,0,0,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,1.15,36.62
93369,5374182,F,0,1,0,261000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2,0,10.2,34.8
93371,5374183,M,1,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,0,13.45,39.74
93391,5374195,M,1,1,2,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Security staff,4,0,3.74,37.99
93397,5374196,F,1,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,4.49,55.52
93401,5374197,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,3.9,52.16
93403,5374199,F,0,0,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,51.64
93410,5374202,F,0,0,0,235849.5,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,1,0,Laborers,1,0,6.57,42.98
93416,5374204,M,0,0,1,405000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,1,Laborers,3,0,10.9,29.17
93420,5374205,M,1,1,1,135000.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,3,0,27.87,49.76
93423,5374222,F,0,0,0,90000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Laborers,2,0,9.74,53.19
93424,5374223,M,1,0,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,15.74,34.66
93432,5374225,M,1,0,0,247500.0,Working,Higher education,Single / not married,House / apartment,1,1,0,Core staff,1,0,3.24,27.74
93438,5374226,F,1,0,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,2.65,35.47
93442,5374227,F,1,0,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,unknown,1,1,0.0,61.29
93450,5374229,M,1,0,0,360000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1,0,Managers,1,0,1.74,35.43
93453,5374231,M,1,1,0,162000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,unknown,2,1,0.0,64.9
93458,5374233,M,1,1,2,292500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,4,0,7.7,32.56
93478,5374235,M,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,unknown,2,0,3.95,48.33
93480,5374236,F,0,0,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,1,0,8.57,40.91
93481,5374237,F,0,0,0,135000.0,State servant,Higher education,Married,House / apartment,0,0,0,Core staff,2,0,17.23,48.16
93489,5374239,F,0,0,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,66.12
93499,5374240,M,1,0,0,225000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Managers,1,0,1.23,27.56
93505,5374246,F,0,1,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,2.65,48.72
93507,5376761,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Cleaning staff,2,0,1.74,48.18
93509,5376765,F,0,1,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,14.9,51.18
93515,5376771,F,1,1,0,99000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Private service staff,2,0,5.57,35.38
93525,5376781,M,0,1,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Low-skill Laborers,3,0,1.66,28.61
93527,5376783,F,0,1,1,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3,0,23.32,52.8
93530,5376789,F,1,1,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Managers,1,0,2.49,56.67
93535,5376792,M,1,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,unknown,2,0,3.99,23.04
93539,5376795,F,0,1,0,112500.0,Pensioner,Incomplete higher,Married,House / apartment,0,1,0,unknown,2,1,0.0,58.03
93540,5376796,F,0,1,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Cleaning staff,2,0,1.98,50.29
93541,5376797,M,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,4,0,6.24,29.69
93556,5376812,F,1,1,0,155250.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,High skill tech staff,1,0,2.4,24.1
93560,5376816,F,1,1,0,247500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,7.66,39.93
93563,5376823,F,1,1,1,279000.0,State servant,Higher education,Married,House / apartment,0,0,0,Accountants,3,0,6.32,40.05
93573,5376835,M,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,62.21
93585,5376850,F,0,0,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,65.17
93588,5376853,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,12.74,42.25
93595,5376861,F,0,1,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,unknown,2,1,0.0,57.67
93600,5376878,M,1,1,0,360000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Managers,1,0,2.07,47.55
93602,5376880,F,0,1,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Sales staff,1,0,2.66,25.22
93603,5376882,F,0,0,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,22.66,49.35
93605,5376884,M,1,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,0,2.66,23.62
93610,5376889,F,1,1,1,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,0.57,28.29
93615,5376893,M,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,2.07,22.82
93617,5376895,F,0,1,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,3,0,7.15,38.7
93621,5376904,F,0,1,0,144000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,1,0,unknown,1,1,0.0,67.27
93622,5376906,F,1,1,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,54.1
93625,5376910,M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Sales staff,1,0,0.66,23.27
93628,5376913,F,1,1,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,3,0,1.32,28.18
93630,5376915,F,1,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,4,0,2.82,29.5
93632,5376917,F,0,1,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Cleaning staff,1,0,3.15,46.39
93633,5376919,F,0,0,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Managers,4,0,7.66,27.9
93635,5376923,M,1,1,2,193500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Core staff,4,0,8.32,39.04
93638,5376930,F,1,1,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,52.47
93641,5376935,F,1,1,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Managers,2,0,7.74,38.19
93656,5376952,F,0,1,0,180000.0,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,30.24,48.3
93665,5376964,M,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,3,0,6.15,27.1
93674,5376973,M,0,1,0,144000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1,0,0.74,51.1
93676,5376982,F,0,0,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,8.57,35.33
93683,5376991,F,0,0,0,76500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,unknown,1,1,0.0,62.47
93684,5376992,M,1,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,3.99,37.97
93689,5377002,F,0,1,0,48150.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,55.4
93694,5377008,F,1,1,0,333000.0,State servant,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,0,8.32,55.16
93699,5377014,F,0,1,0,117000.0,State servant,Higher education,Separated,House / apartment,1,1,0,Accountants,1,0,14.9,40.88
93702,5377017,M,1,1,1,225000.0,Working,Higher education,Separated,House / apartment,0,0,0,Sales staff,2,0,2.49,37.15
93707,5377024,F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,1,0,unknown,1,1,0.0,56.04
93709,5377025,F,1,1,2,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,4,1,0.0,64.44
93715,5377031,F,0,1,0,202500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Cooking staff,2,0,28.32,54.17
93716,5377032,F,1,1,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,61.48
93722,5377037,F,0,1,0,157500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Sales staff,1,0,3.57,51.18
93729,5377044,F,0,0,1,135000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,3,0,11.57,38.61
93731,5377047,F,1,1,0,135000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,0,6.07,29.65
93732,5377048,F,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2,0,3.57,63.4
93740,5377060,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,1,0,0.66,42.79
93748,5377067,F,0,1,0,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,2,0,1.98,35.11
93750,5377070,F,0,1,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,59.52
93754,5377075,F,0,1,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,62.87
93755,5377077,F,0,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,3.74,47.88
93759,5377081,M,0,1,0,171000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,0,2.99,25.91
93766,5377088,F,1,1,0,117000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,0,0,0,Core staff,2,0,7.41,28.94
93776,5377098,M,1,0,0,238500.0,Working,Higher education,Married,Municipal apartment,1,1,0,Laborers,2,0,9.07,60.94
93780,5377105,M,0,0,0,157500.0,Working,Secondary / secondary special,Separated,With parents,0,0,0,unknown,1,0,0.57,28.88
93785,5377111,M,0,1,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2,0,14.74,54.92
93787,5377114,F,0,1,0,45000.0,Working,Secondary / secondary special,Married,With parents,1,1,0,Low-skill Laborers,2,0,1.32,32.24
93789,5377116,F,0,1,1,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,3,0,14.4,38.63
93791,5377118,F,1,1,0,112500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,56.9
93792,5377119,F,0,1,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,unknown,1,1,0.0,58.37
93812,5377138,F,0,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,2.82,40.45
93820,5377145,F,1,0,0,90000.0,Working,Higher education,Separated,House / apartment,0,0,0,unknown,1,0,13.15,52.9
93823,5377149,F,1,1,1,90000.0,State servant,Higher education,Married,House / apartment,1,1,1,Core staff,3,0,3.66,23.38
93825,5377151,F,0,1,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,unknown,1,1,0.0,61.37
93827,5377153,F,0,1,0,166500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,0,1.32,45.42
93831,5377157,M,1,0,0,180000.0,State servant,Secondary / secondary special,Married,With parents,0,1,0,Drivers,2,0,1.4,27.99
93833,5377158,M,0,1,0,180000.0,State servant,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,0,1.15,33.01
93839,5377164,F,0,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,9.4,41.22
93844,5377170,M,1,1,0,180000.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Laborers,2,0,10.66,35.45
93848,5377174,F,1,1,0,144000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,59.61
93856,5377189,F,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Accountants,3,0,11.41,53.79
93861,5377196,F,1,1,0,180000.0,Working,Higher education,Single / not married,House / apartment,0,0,1,Core staff,1,0,12.41,39.05
93864,5377200,F,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,unknown,2,0,1.24,47.62
93869,5377206,M,0,1,0,90000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,64.65
93875,5377211,M,0,1,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,68.46
93877,5377213,F,0,1,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,unknown,1,1,0.0,68.67
93882,5377218,M,1,1,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,12.41,32.7
93890,5377230,M,1,0,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,0,13.4,40.93
93894,5377233,F,1,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,2,0,2.32,44.04
93895,5377234,F,1,1,0,121500.0,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,0,11.9,32.8
93898,5377237,F,0,1,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1,0,1.4,26.59
93901,5377241,F,0,1,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,62.37
93904,5377246,M,1,0,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,0,0,0,Laborers,1,0,3.15,33.08
93910,5377253,F,0,1,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,2,0,2.24,39.6
93913,5377257,F,0,1,0,139500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.1
93914,5377259,M,1,1,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,0.41,43.79
93915,5377260,F,0,0,2,157500.0,Working,Higher education,Married,House / apartment,0,0,1,High skill tech staff,4,0,3.82,29.99
93916,5377261,F,0,1,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Medicine staff,1,0,5.82,52.82
93919,5377264,F,0,1,1,153000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,3,0,0.99,27.73
93920,5377266,F,0,0,0,207000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,1,0.0,58.62
93925,5377272,F,1,1,1,135000.0,Working,Incomplete higher,Married,House / apartment,0,1,0,Accountants,3,0,4.66,28.26
93930,5377277,M,1,1,0,225000.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,0,11.41,33.55
93934,5377280,F,0,1,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Laborers,1,0,3.66,52.97
93936,5377282,F,1,1,2,112500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,4,0,5.24,31.13
93944,5377293,M,0,0,1,157500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,3,0,0.9,35.59
93951,5377302,M,1,1,2,180000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,4,0,5.9,33.86
93954,5377305,F,0,1,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,unknown,2,1,0.0,65.83
93955,5377306,F,0,1,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,0,0,Core staff,1,0,6.24,47.6
93956,5377309,F,0,1,0,292500.0,Pensioner,Higher education,Married,House / apartment,0,0,1,unknown,2,1,0.0,43.9
93964,5377317,M,1,0,0,157500.0,Commercial associate,Secondary / secondary special,Separated,With parents,0,0,0,Laborers,1,0,2.9,28.14
93970,5377322,F,0,1,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,3,0,0.82,35.22
93973,5377325,F,0,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,unknown,2,0,0.57,39.78
93976,5377328,M,1,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,0,1.15,43.55
93979,5377333,F,0,0,1,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,unknown,3,0,6.4,39.68
93980,5377335,M,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2,0,3.32,48.69
