Marca temporal,Nro_Mes,Mes_Marca,Con_Mes,1. Utiliza habitualmente la página web de ATM,3. Le resultó simple la creación de su cuenta en Mis Trámites,4. Le resulta comprensible la sección de Mis Trámites,"5. El trámite solicitado dentro de Mis Trámites Online, lo pudo iniciar de forma:",2. La información brindada por la página web de ATM es:,6. El boleto para pagar el año 2021 lo obtiene por:,Defina (máximo en dos palabras) como es el servicio brindado por la página web de ATM,Agregue aquí su sugerencia
22/10/2021 17:28:45,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,Recepción por correo electrónico,,
22/10/2021 18:13:48,10,OCTUBRE,10-OCTUBRE,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,No sé puede reclamar porque archivan los reclamos injustamente ,
22/10/2021 18:40:53,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,Todo OK,
22/10/2021 22:31:51,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
23/10/2021 11:42:44,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
23/10/2021 11:56:03,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,el centro de contacto debe abarcar mas horas de lunes a viernes,
23/10/2021 15:20:24,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,Entrega en su domicilio real,,
24/10/2021 15:16:25,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
24/10/2021 18:50:00,10,OCTUBRE,10-OCTUBRE,SI,NO,NO,Satisfactoria,Buena,Recepción por correo electrónico,,
24/10/2021 19:05:07,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,PRIORIDAD SIEMPRE A PROFESIONALES UNA SECCION O APARTADO ESPECIAL GRACIAS,
24/10/2021 21:13:57,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Entrega en su domicilio real,,
25/10/2021 0:38:10,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
25/10/2021 9:47:21,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,"Lamentablemente supondo por el volumen de trabajo, tardan en responder las solicitudes ",
25/10/2021 9:54:05,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/10/2021 10:21:50,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Nada satisfactoria,Buena,Descarga de la página web de ATM,"Expte electronico, muy lenta la respuesta, incluso cuando uno responde a alguna pregunta que hace el operador de ATM, demora mucho en volver a ver el caso. Falta fluidez. Otro tema es que en ningun lado muestra los pagos efectuados en exceso o duplicado de cualquiera de los impuestos",
25/10/2021 11:29:15,10,OCTUBRE,10-OCTUBRE,SI,NO,SI,Satisfactoria,Regular,Descarga de la página web de ATM,,
25/10/2021 11:41:51,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
25/10/2021 11:59:32,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,NO LO UTILIZO,SOLICITO MAS RAPIDEZ A LA HORA DE CONTESTAR OFICIOS JUDICIALES,
25/10/2021 12:45:22,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
25/10/2021 13:26:00,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
25/10/2021 13:55:25,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
25/10/2021 18:56:45,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Por lo general, en algunos tramites que se presentan se obtienen respuestas tajantes (por la negativa de lo que se solicita), que no dan lugar a defensa de lo que se presenta. A veces es difícil expresar en algunas líneas escritas (al presentar el expediente) todo el punto de vista, exponer el mismo y dejar plasmado el criterio (con fundamento legal) sobre el cual se basa una solicitud o reclamo. Creo que a este sistema de expedientes electrónicos habría que agregarle la posibilidad de realizar una atención presencial, luego de que esta Administración haya analizado la situación mediante el ingreso a través del expediente electrónico (en un tramo avanzado de la presentación). La etapa de evaluación final antes de resolver, en mi opinión debería permitir una atención personalizada en la cual el contribuyente (o su representante) pueda plantear y/o presentar las pruebas o documentos que defiendan su planteo o argumenten el criterio de lo que se ha presentado.",
25/10/2021 20:52:54,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,,
26/10/2021 1:37:03,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/10/2021 8:35:07,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,"Se debería corregir ""Sellos web"" e incorporar la exención de Malargue para de ese modo no tener que recurrir a tramites online y hacer la gestión de forma autónoma.",
26/10/2021 9:08:34,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
26/10/2021 11:01:43,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,,
26/10/2021 12:50:49,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,,
26/10/2021 12:52:15,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
26/10/2021 13:21:40,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Buena,Descarga de la página web de ATM,EL TIEMPO PARA LA OBTENCION DEL LIBRE DEUDA DEBERIA SER INMEDIATA SI NO SE TIENE DEUDA,
26/10/2021 15:22:50,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Satisfactoria,Regular,Descarga de la página web de ATM,"La parte en la que haces el trámite (donde subis los archivos PDF) tiene un formato bastante incómodo. No se puede leer todo, porque aparece como cortado, las opciones aparecen muy chiquitas, cuesta clickearlas. Creo que habría que modificarla.",
26/10/2021 17:00:59,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,"MEJOR DISEÑO WEB DE MODO DE HACER MAS FACIL Y LA LECTURA Y EL ACCESO A LOS ÍTEMS, SOBRE TODO EN MIS TRAMITES ON LINE",
27/10/2021 1:20:28,10,OCTUBRE,10-OCTUBRE,SI,NO,NO,Nada satisfactoria,Mala,Recepción por correo electrónico,El sistema TAJUS de liquidación de tasa de justicia tiene mil defectos y el expediente electrónico que hay que iniciar para la liquidación de tasa de justicia solicita información y requisitos innecesarios y sobreabundantes. OSVALDO VEGA. 18082083,
27/10/2021 9:53:09,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 9:54:47,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,,
27/10/2021 9:55:45,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
27/10/2021 10:17:12,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Muy buena.,
27/10/2021 10:17:37,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Nada satisfactoria,Buena,Recepción por correo electrónico,"El proceso de expediente electrónico es muy malo y de difícil seguimiento. En el 0800 es imposible ingresar, llevo días  llamando en distintas hora y no atienden.",
27/10/2021 10:38:44,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Regular,Descarga de la página web de ATM,La pagina es un poco enredada y no es muy amigable(graficamente hablando).,
27/10/2021 10:44:45,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
27/10/2021 11:46:45,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 12:30:29,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Recepción por correo electrónico,Muy conforme con la página,
27/10/2021 13:09:38,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Satisfactoria,Muy Buena,Descarga de la página web de ATM,"La sección ""mis tramites"" no es para nada amigable ni clara para el usuario, contrariamente a todo el resto de la pagina web de ATM.",
27/10/2021 13:11:46,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Muy satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 14:44:47,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 14:55:56,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,solicitud Certificado No Retencion,,
27/10/2021 15:18:24,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 16:09:19,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 17:56:15,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Se puede seguir mejorando la pagina,
27/10/2021 18:39:47,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
27/10/2021 20:03:54,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Regular,Recepción por correo electrónico,,
27/10/2021 21:24:50,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/10/2021 0:37:47,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/10/2021 8:41:06,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
28/10/2021 10:42:07,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Entrega en su domicilio real,,
28/10/2021 11:10:06,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Regular,Descarga de la página web de ATM,,
28/10/2021 11:39:06,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/10/2021 12:27:05,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Poco satisfactoria,Buena,Recepción por correo electrónico,,
28/10/2021 12:50:48,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,"he iniciado un tramite de cambio de titularidad hace mas de 30 días y aun no se resuelve, y  habiendo cumplimentado todo que me han pedido.- ",
28/10/2021 14:55:51,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Regular,Descarga de la página web de ATM,"necesito cancelar una deuda anterior a la compra de vehiculo y no logro sacarla por la pagina, no me deja pagar deudas viejas..",
28/10/2021 16:01:47,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Poco satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/10/2021 16:06:43,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/10/2021 16:52:23,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/10/2021 17:05:22,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,,
28/10/2021 17:50:11,10,OCTUBRE,10-OCTUBRE,SI,NO,NO,Nada satisfactoria,Mala,Descarga de la página web de ATM,"ES MUY POCO PRÁCTICO, ME FIGURA UN APREMIO, NO LO PUEDO PAGAR Y NADIE ME SABE DECIR A QUE SE DEBE, TAMPOCO ME FIGURABA EN EL DOMICILIO FISCAL UNA DEUDA DEL 2014",
28/10/2021 19:17:04,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/10/2021 19:49:29,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,,
28/10/2021 23:41:35,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Nada satisfactoria,Mala,Descarga de la página web de ATM,Año 2021 y las re imputaciones de impuesto que se hacen con el mon unificado no se ver en la cta de atm. VERGÜENZA. Si por cada cliente tenemos que hacer un expediente para limpiar la cuenta? Estan locos. Impresentables,
29/10/2021 9:37:40,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,Descarga de la página web de ATM,EXCELENTE,
29/10/2021 10:13:32,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Muy satisfactoria,Muy Buena,Recepción por correo electrónico,Muy bueno,
29/10/2021 10:44:35,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Muy bueno,"Ninguna, todo muy bien"
29/10/2021 11:20:55,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Satisfactoria,Buena,Descarga de la página web de ATM,Bien . ,
29/10/2021 22:48:42,10,OCTUBRE,10-OCTUBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,"Muy util, sencilla y eficaz",Se debe reviar titulos antiguos que quedaron fuera del sistema de ATM por mala administración antes de la creación de esta pagina util.
31/10/2021 11:19:31,10,OCTUBRE,10-OCTUBRE,NO,SI,NO,Satisfactoria,Regular,,poco claro,instructivos mas sencillos
31/10/2021 12:26:26,10,OCTUBRE,10-OCTUBRE,SI,NO,NO,Nada satisfactoria,Mala,,todo es confuso,cambien de programador
31/10/2021 14:24:47,10,OCTUBRE,10-OCTUBRE,SI,SI,NO,Nada satisfactoria,Mala,,nada comprensible,Deben responder los expedientes electronicos e indicar las cosas que estan mal y no solo archivarlos
31/10/2021 22:14:13,10,OCTUBRE,10-OCTUBRE,NO,SI,SI,Satisfactoria,Muy Buena,,Muy bueno,
1/11/2021 8:49:03,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,excelente,
1/11/2021 10:41:58,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,excelente,
1/11/2021 11:25:34,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,Bastante bueno,Podrian tener un buscador de funciones
1/11/2021 11:36:30,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,,
1/11/2021 13:28:46,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,,
1/11/2021 14:23:58,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,"Bueno, Ágil",
1/11/2021 14:43:37,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,MUY BUENO,TENIENDO EN CUENTA EL CONTEXTO PANDEMICO HABILIDAR UN CANAL VIA MAIL MAS INTERACTIVO. SALUDOS
1/11/2021 15:39:47,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,Útil,no tengo observaciones
1/11/2021 16:02:40,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Regular,,Escaso demoroso,Deberían ampliar los trámites que se puedan realizar por la página y la resolución de los asuntos más rápidos ya que sufrí demoras de hasta 45 días para que leyeran un expediente electrónico
1/11/2021 16:50:26,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,bueno,esta muy lenta la pagina.
1/11/2021 17:28:15,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,buena,respondan mas rapido
1/11/2021 18:58:11,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Poco satisfactoria,Muy Buena,,"EN LINEAS GENERALES ES BUENO, JUSTAMENTE MANDÉ UNA CONSULTA PORQUE NO PUDE SACAR UNA INFO, VOY A LA PESTAÑA REQUISITOS Y NO ME LLEVA AL LINK, ME SALE COMO QUE LA PÁGINA NO EXISTE","QUE ATIENDAN POR TEL MÁS RÁPIDO, HE LLEGADO A ESTAR MÁS DE MEDIA HORA LLAMANDO"
1/11/2021 19:28:06,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,SI,Satisfactoria,Buena,,,
1/11/2021 20:47:24,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Regular,,6,Necesitamos operadores que nos informen las dudas que tenemos
1/11/2021 22:20:18,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Buena,,bueno,
1/11/2021 22:24:43,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,MUY BUENA ,REPUESTAS MAS RAPIDO YA QUE SON DEUDAS U GENERAN INTERESES
1/11/2021 23:45:53,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Muy satisfactoria,Buena,,,
2/11/2021 9:04:50,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Regular,,Bueno,
2/11/2021 9:15:02,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Buena,,bueno,verificar la informacion de pagos desde afip que no se computan en las cuentas y en afip figuran algunas cosas pagas que ATM no imputa
2/11/2021 9:53:17,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,SI,Satisfactoria,Muy Buena,,amigable,
2/11/2021 9:59:46,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Buena,,muy bueno,
2/11/2021 10:11:10,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,BUENO,
2/11/2021 10:14:53,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Muy satisfactoria,Muy Buena,,muy bueno,
2/11/2021 10:36:04,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,,muy bueno
2/11/2021 11:15:03,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,buena informacion,
2/11/2021 12:11:11,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,MUY BUENA,
2/11/2021 12:16:33,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,DIDACTICA,
2/11/2021 12:27:59,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,NO,Poco satisfactoria,Mala,,Muy engorroso,Hacerlo mas practico
2/11/2021 13:57:26,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Poco satisfactoria,Buena,,DIFICIL COMUNICACION CON ATM,FRENTE A TRAMITES PENDIENTES COMUMUNICACION POR MAIL
2/11/2021 14:12:39,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,SI,Poco satisfactoria,Buena,,rebuscado inflexible,ser mas simple. fecha de pago a corto plazo sin intereses
2/11/2021 14:53:54,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,,
2/11/2021 15:59:52,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,MUY BUENO,
2/11/2021 16:04:42,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Muy satisfactoria,Muy Buena,,Muy buena,Ninguna
2/11/2021 16:45:26,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,NO,Poco satisfactoria,Buena,,Poco claro,"Simplificar tramites, si se detecta una deuda, enviar un boleto para poder pagarlo rapidamente"
2/11/2021 18:24:28,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Buena,,LENTO,CONTRATEN GENTE QUE SEPA RESPONDER BIEN LOS TRAMITES Y MAS RAPIDO
2/11/2021 18:49:15,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Regular,,,
2/11/2021 19:59:27,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Poco satisfactoria,Buena,,,
2/11/2021 21:17:18,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,SI,Muy satisfactoria,Muy Buena,,MUY BUENA,
2/11/2021 21:27:57,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,BUENA,COLOCAR  MAS CATEGORIAS
3/11/2021 0:00:48,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,AGIL,
3/11/2021 8:43:52,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,buena,ninguna
3/11/2021 10:01:31,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,Bueno,debe estar mas visible los tutoriales
3/11/2021 10:10:25,11,NOVIEMBRE,11-NOVIEMBRE,NO,NO,NO,Poco satisfactoria,Regular,,No bueno,Deben dejar incluir mas posibilidades inclusive cambiar cosas
3/11/2021 11:15:51,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,EXCELENTE,
3/11/2021 11:53:34,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,BUENO,QUE REALMENTE ATIENDAN LOS TRAMITES QUE SE INICIAN NUNCA HE TENIDO RESPUESTAS
3/11/2021 12:18:40,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,Muy bueno,Por ahora ninguna
3/11/2021 13:26:50,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,Bastante bueno,Deberían de agregar todos los incisos de las exenciones del codigo tributario a sellos web.
3/11/2021 13:50:52,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Muy satisfactoria,Muy Buena,,excelente,gracias al contador FEDERICO SANCHEZ DESDE ATM FUE QUIEN ME DIO TODO COMO LO TENIA QUE HACER. EXCELENTE ATENCION . GRACIAS FEDERICO
3/11/2021 16:09:55,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,NO,Nada satisfactoria,Regular,,,
3/11/2021 17:47:12,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,SI,Satisfactoria,Buena,,"BUENA, ACCESIBLE",TODO OK
3/11/2021 18:03:04,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Satisfactoria,Buena,,sencillo ,.
3/11/2021 21:14:30,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,"muy espeditivo, y efectivo",
4/11/2021 11:07:18,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Satisfactoria,Muy Buena,,Excelente pero dificil crear exp,
4/11/2021 12:22:03,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,,
4/11/2021 12:22:14,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Muy satisfactoria,Muy Buena,,muy buena,
4/11/2021 12:40:02,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,Simpleza y agilidad ,
4/11/2021 12:46:37,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,NO,Satisfactoria,Buena,,complicado entender,instructivos con pasos simples y cortos
4/11/2021 12:54:47,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,Muy eficiente,Pronta respuesta por favor.
4/11/2021 15:17:14,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Satisfactoria,Buena,,BUENO D,
4/11/2021 16:10:41,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,muy bueno,
4/11/2021 16:38:01,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Poco satisfactoria,Regular,,muy basico,necesitan mas rapidez de respuesta
4/11/2021 16:50:58,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,SI,Satisfactoria,Muy Buena,,Estoy conforme,"Para gente con menos conocimientos informáticos, puede ser un poco complicado los tramites."
4/11/2021 18:00:28,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,MUY BUENO,
4/11/2021 18:45:58,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,Muy buena,
4/11/2021 18:46:19,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,MUY BUENO,
4/11/2021 21:24:45,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,muy bueno,
4/11/2021 22:27:17,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,SI,Muy satisfactoria,Muy Buena,,EXCELENTE,
4/11/2021 22:33:13,11,NOVIEMBRE,11-NOVIEMBRE,NO,SI,NO,Satisfactoria,Buena,,Es facil de ingresar si tenes un asesoramiento previo,
5/11/2021 8:37:06,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,EXCELENTE,
5/11/2021 9:55:23,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,NO,Nada satisfactoria,Mala,,"muy malo, no se puede reclamar errores de la página. Nadie contesta",Cambien al personal de Atm por personal cualificado.
5/11/2021 10:19:19,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,Muy bueno,Mas control en el seguimiento de los expedientes
5/11/2021 10:24:13,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Muy Buena,,Sencillo,
5/11/2021 10:44:21,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Muy Buena,,Muy bien,
5/11/2021 10:53:12,11,NOVIEMBRE,11-NOVIEMBRE,SI,NO,NO,Nada satisfactoria,Buena,,MUY MALO,
5/11/2021 11:17:41,11,NOVIEMBRE,11-NOVIEMBRE,NO,NO,NO,Satisfactoria,Buena,,bueno,que sea un poco mas simple
5/11/2021 11:32:42,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Satisfactoria,Buena,,Necesario,"1_ Antes de notificar al contribuyente por temas de IIBB MUM por supuestas deudas, por favor crucen primero contra la Cuenta Corriente de Monotributistas en AFIP en donde verán que en muchos casos el contribuyente ya pagó lo que se está reclamando. 2_ Llevo un expediente desde el año 2019 de IIBB aún sin solución y sin ningún avance ni respuesta. Deberían dar respuesta y no lo hacen."
5/11/2021 11:47:08,11,NOVIEMBRE,11-NOVIEMBRE,SI,SI,SI,Muy satisfactoria,Buena,,Bueno,
